a,b,freq_a,freq_b,context_cosine,same_remainder_after_2,same_prefix_2,glyph_len_diff,common_suffix_units,same_hidden_plaintext
shedy,qokchey,785,84,0.9736391857495522,0,0,2,1,0
shedy,ol,785,664,0.9934050928804677,0,0,2,0,0
shedy,sheol,785,170,0.9700952631737366,0,1,0,0,0
shedy,okchdy,785,43,0.9432276178503148,0,0,1,2,0
shedy,reedy,785,35,0.9362870121396484,0,0,1,3,0
shedy,chckhy,785,138,0.9853411399134581,0,0,1,1,0
shedy,chedy,785,696,0.9940214161695848,1,0,0,3,0
shedy,ar,785,311,0.9910017235798334,0,0,2,0,0
shedy,okar,785,125,0.9718318060242177,0,0,0,0,0
shedy,qokedy,785,293,0.9949147605613723,0,0,2,3,1
shedy,okaiin,785,210,0.9783462482982583,0,0,2,0,0
shedy,raiin,785,156,0.9884411220299137,0,0,1,0,1
shedy,qokchdy,785,83,0.9607745785370325,0,0,2,2,0
shedy,opar,785,26,0.940152953463254,0,0,0,0,0
shedy,qokeey,785,480,0.9861893789887038,0,0,2,1,0
shedy,okain,785,205,0.9786698450931179,0,0,1,0,0
shedy,chey,785,291,0.9836723527035164,0,0,1,1,0
shedy,keed,785,21,0.893876923761346,0,0,0,0,0
shedy,sheody,785,61,0.956209767402608,0,1,1,2,0
shedy,sain,785,142,0.9794967472416916,0,0,0,0,0
shedy,cheeey,785,21,0.9204492452555821,0,0,1,1,0
shedy,otaiin,785,212,0.9750889942107598,0,0,2,0,0
shedy,sheedy,785,210,0.9811972857061337,0,1,1,3,0
shedy,okal,785,91,0.9672861244558767,0,0,0,0,0
shedy,qokeedy,785,443,0.9810657748136271,0,0,3,3,0
shedy,saiin,785,91,0.9594949257817506,0,0,1,0,0
shedy,qokar,785,328,0.979995897987303,0,0,1,0,0
shedy,dar,785,587,0.9912631636731536,0,0,1,0,0
shedy,dain,785,176,0.9716494933157483,0,0,0,0,0
shedy,qotar,785,60,0.9430817425985341,0,0,1,0,0
shedy,pedy,785,20,0.7732722964922545,1,0,0,3,0
shedy,teey,785,21,0.8896751085672449,0,0,0,1,0
shedy,opchy,785,32,0.9548645819624936,0,0,0,1,0
shedy,otedy,785,302,0.9941279148049704,0,0,1,3,1
shedy,otain,785,197,0.966106187782346,0,0,1,0,0
shedy,koiin,785,25,0.8365424350204573,0,0,1,0,0
shedy,chor,785,68,0.9574651529865429,0,0,1,0,0
shedy,cheey,785,175,0.9638627016455216,0,0,0,1,0
shedy,rar,785,22,0.9416987429826079,0,0,1,0,0
shedy,y,785,143,0.9842598204253712,0,0,3,1,0
shedy,qol,785,225,0.984394710496368,0,0,1,0,0
shedy,am,785,90,0.9800315474701627,0,0,2,0,0
shedy,shckhy,785,108,0.9749631296893605,0,0,1,1,0
shedy,al,785,141,0.9843377727010344,0,0,2,0,0
shedy,dy,785,157,0.9712428929131138,0,0,2,2,0
shedy,par,785,22,0.8943401812965973,0,0,1,0,0
shedy,shey,785,297,0.9910121170783496,0,1,1,1,1
shedy,okeedy,785,177,0.9714408400987964,0,0,2,3,0
shedy,qokain,785,435,0.9853842028725336,0,0,2,0,0
shedy,opchedaiin,785,22,0.9367028994957373,0,0,5,0,0
shedy,qoteedy,785,99,0.9600245199742623,0,0,3,3,0
shedy,qoky,785,149,0.9639836563150483,0,0,0,1,0
shedy,oky,785,75,0.9633480922896657,0,0,1,1,0
shedy,kody,785,21,0.9391027776025932,1,0,0,2,0
shedy,sheey,785,211,0.9762221657836895,0,1,0,1,0
shedy,dam,785,81,0.9559445549398883,0,0,1,0,0
shedy,oteedy,785,189,0.9807360452760054,0,0,2,3,0
shedy,olkeedy,785,96,0.9635206763100174,0,0,3,3,0
shedy,dleey,785,51,0.938853614359902,0,0,1,1,0
shedy,shor,785,45,0.9578079366201505,0,0,1,0,0
shedy,qokaiin,785,504,0.97946162633655,0,0,3,0,0
shedy,olkal,785,50,0.9693633394207851,0,0,1,0,0
shedy,chs,785,34,0.9482334161589716,0,0,2,0,0
shedy,okeey,785,173,0.9592254371597733,0,0,1,1,0
shedy,kd,785,24,0.96007454465026,0,0,2,0,0
shedy,lchey,785,57,0.9427943867699988,0,0,0,1,0
shedy,chol,785,136,0.9885337668444256,0,0,1,0,0
shedy,qotedy,785,142,0.9890356613887945,0,0,2,3,1
shedy,oteey,785,169,0.9813045561368386,0,0,1,1,0
shedy,cheol,785,107,0.9770375827570542,0,0,0,0,0
shedy,okol,785,39,0.9411790656039442,0,0,0,0,0
shedy,lkar,785,20,0.8809918790611021,0,0,0,0,0
shedy,otchdy,785,44,0.942342405826456,0,0,1,2,0
shedy,qotain,785,94,0.9847032845933413,0,0,2,0,0
shedy,lchedy,785,177,0.9884948413570837,0,0,1,3,0
shedy,daiin,785,462,0.9806131537526132,0,0,1,0,0
shedy,aiin,785,327,0.9840599308693773,0,0,0,0,0
shedy,dal,785,174,0.9699857890037127,0,0,1,0,0
shedy,or,785,253,0.988091349256695,0,0,2,0,0
shedy,otar,785,139,0.9666622876330063,0,0,0,0,0
shedy,araiin,785,21,0.9374409132036685,0,0,2,0,0
shedy,shar,785,33,0.9255356168235329,0,0,1,0,0
shedy,aredy,785,27,0.9453045541710847,0,0,1,3,0
shedy,tor,785,25,0.9022125633786603,0,0,1,0,0
shedy,kal,785,50,0.9702057845816141,0,0,1,0,0
shedy,olky,785,34,0.9595853559607741,0,0,0,1,0
shedy,shol,785,172,0.9740456091791097,0,0,1,0,0
shedy,otody,785,26,0.9260401930793625,0,0,1,2,0
shedy,ofeey,785,23,0.8613474528504622,0,0,1,1,0
shedy,qokey,785,76,0.9468298523956361,0,0,1,1,0
shedy,pcheey,785,22,0.8762258277753425,0,0,1,1,0
shedy,chdaiin,785,33,0.9554038256312894,0,0,2,0,0
shedy,otal,785,97,0.9644640887675,0,0,0,0,0
shedy,air,785,59,0.9637434223342706,0,0,1,0,0
shedy,qokeo,785,20,0.941705628647112,0,0,1,0,0
shedy,ytedy,785,23,0.8923253930768328,0,0,1,3,0
shedy,ain,785,145,0.9857819794423891,0,0,1,0,0
shedy,qotal,785,46,0.9598373238990212,0,0,1,0,0
shedy,dair,785,89,0.9719665359333943,0,0,0,0,0
shedy,qokor,785,45,0.9483265677080279,0,0,1,0,0
shedy,chdy,785,244,0.9906723546059105,0,0,1,2,0
shedy,olkaiin,785,112,0.9641781750645761,0,0,3,0,0
shedy,okchy,785,33,0.9540823515094887,0,0,0,1,0
shedy,olchedy,785,22,0.9325315469669527,0,0,2,3,0
shedy,okedy,785,121,0.9751587285520722,0,0,1,3,0
shedy,otchy,785,36,0.9493830007481308,0,0,0,1,0
shedy,lkaiin,785,102,0.9828790575898363,0,0,2,0,0
shedy,qokchedy,785,58,0.9064464846855766,0,0,3,3,0
shedy,cthdy,785,33,0.9738888428646629,0,0,1,2,0
shedy,otchey,785,27,0.8566703305585083,0,0,1,1,0
shedy,oddy,785,26,0.9097890072740171,1,0,0,2,0
shedy,chy,785,43,0.9595628929318777,0,0,2,1,0
shedy,char,785,32,0.9244215405793538,0,0,1,0,0
shedy,cheedy,785,73,0.9536812035098126,0,0,1,3,0
shedy,qoteey,785,92,0.9658062920170419,0,0,2,1,0
shedy,tedy,785,38,0.9543685940812198,1,0,0,3,0
shedy,lkdy,785,26,0.9167415931459629,1,0,0,2,0
shedy,lkedy,785,20,0.9500279396699258,0,0,1,3,0
shedy,opchdy,785,23,0.9577471852273757,0,0,1,2,0
shedy,okor,785,25,0.9008002291424904,0,0,0,0,0
shedy,lkain,785,63,0.9687542484536371,0,0,1,0,0
shedy,olkeey,785,94,0.9684278682494168,0,0,2,1,0
shedy,qokal,785,215,0.9750990367739207,0,0,1,0,0
shedy,chckhey,785,45,0.949026640003447,0,0,0,1,0
shedy,otol,785,40,0.9035000762173078,0,0,0,0,0
shedy,qoty,785,21,0.9623867841897453,0,0,0,1,0
shedy,kar,785,55,0.9646068671332401,0,0,1,0,0
shedy,oty,785,68,0.9536373032294595,0,0,1,1,0
shedy,tdy,785,32,0.948445435802597,0,0,1,2,0
shedy,ychy,785,21,0.9517625698105981,0,0,1,1,0
shedy,otey,785,31,0.9172205094520678,0,0,0,1,0
shedy,qotaiin,785,92,0.9766379503660426,0,0,3,0,0
shedy,olkain,785,83,0.9725915851279883,0,0,2,0,0
shedy,okey,785,27,0.9412134018988212,0,0,0,1,0
shedy,kaiin,785,22,0.9515397074353638,0,0,1,0,0
shedy,ky,785,30,0.9517690570546329,0,0,2,1,0
shedy,qokchy,785,75,0.9664557953120999,0,0,1,1,0
shedy,daryeey,785,20,0.7675264298201393,0,0,3,1,0
shedy,olkedy,785,35,0.9169987120582581,0,0,2,3,0
shedy,qokol,785,106,0.9168961241019803,0,0,1,0,0
shedy,shody,785,44,0.8213955098637195,1,0,0,2,0
shedy,olkar,785,63,0.9782356115166433,0,0,1,0,0
shedy,qotchy,785,20,0.7523655393150549,0,0,1,1,0
shedy,taiin,785,49,0.9551769655082969,0,0,1,0,0
shedy,sham,785,21,0.9158128182607701,0,0,1,0,0
shedy,sar,785,43,0.9677392488703325,0,0,1,0,0
shedy,lchaiin,785,24,0.9545827163709492,0,0,2,0,0
shedy,qoy,785,22,0.9137236588579521,0,0,1,1,0
shedy,shes,785,22,0.8016702682469669,0,1,1,0,0
shedy,okchey,785,32,0.948587951141781,0,0,1,1,0
shedy,oleedy,785,26,0.9455723630899209,0,0,2,3,0
shedy,ody,785,28,0.9310321500476926,0,0,1,2,0
shedy,ykar,785,21,0.8607015403436923,0,0,0,0,0
shedy,dleo,785,22,0.8220217324978294,0,0,0,0,0
shedy,dleeol,785,22,0.9271961436233479,0,0,2,0,0
shedy,qokeor,785,20,0.899724964923784,0,0,2,0,0
shedy,olkchdy,785,21,0.8885154011840968,0,0,2,2,0
shedy,chal,785,29,0.8562006386415625,0,0,1,0,0
shedy,tchaiin,785,21,0.9442933783136417,0,0,2,0,0
shedy,qokeody,785,21,0.9120416709734512,0,0,3,2,0
shedy,ldy,785,21,0.8965125158290711,0,0,1,2,0
shedy,laiin,785,37,0.9463038232299467,0,0,1,0,0
shedy,schdy,785,21,0.9501046603158889,1,0,0,2,0
shedy,sheckhy,785,39,0.972249249041732,0,1,0,1,0
shedy,cheeor,785,26,0.9067956514360128,0,0,1,0,0
shedy,otedal,785,22,0.8972254297406183,0,0,2,0,0
shedy,lsy,785,22,0.9515990935288029,0,0,1,1,0
shedy,qoko,785,24,0.7795105979404445,0,0,0,0,0
shedy,ytody,785,21,0.9515354188392829,0,0,1,2,0
shedy,chody,785,23,0.9629165624262285,1,0,0,2,0
shedy,kchy,785,24,0.9387355440593657,0,0,1,1,0
shedy,ykal,785,24,0.9171634698266979,0,0,0,0,0
shedy,lsedy,785,28,0.9292239031984068,0,0,1,3,0
shedy,to,785,24,0.9115644687778629,0,0,2,0,0
shedy,pchdy,785,30,0.9530547399314262,1,0,0,2,0
shedy,qoeedy,785,23,0.9548815845333639,0,0,2,3,0
shedy,otor,785,20,0.9280934563579541,0,0,0,0,0
qokchey,ol,84,664,0.9718130882389467,0,0,4,0,0
qokchey,sheol,84,170,0.9610447642705154,0,0,2,0,0
qokchey,okchdy,84,43,0.9400267303653349,0,0,1,1,0
qokchey,reedy,84,35,0.9170729880159503,0,0,1,1,0
qokchey,chckhy,84,138,0.971137160639993,0,0,3,1,0
qokchey,chedy,84,696,0.9730956601059767,0,0,2,1,0
qokchey,ar,84,311,0.9741966106423676,0,0,4,0,0
qokchey,okar,84,125,0.9603481294661522,0,0,2,0,0
qokchey,qokedy,84,293,0.9704277904632689,0,1,0,1,0
qokchey,okaiin,84,210,0.9726894379276212,0,0,0,0,0
qokchey,raiin,84,156,0.957416487531941,0,0,1,0,0
qokchey,qokchdy,84,83,0.9531603474891087,0,1,0,1,0
qokchey,opar,84,26,0.9248185932389007,0,0,2,0,0
qokchey,qokeey,84,480,0.9776149484890604,0,1,0,2,0
qokchey,okain,84,205,0.9571418683134406,0,0,1,0,0
qokchey,chey,84,291,0.975769109931136,0,0,3,3,0
qokchey,keed,84,21,0.8695334725387475,0,0,2,0,0
qokchey,sheody,84,61,0.9596250370306947,0,0,1,1,0
qokchey,sain,84,142,0.9632874110979651,0,0,2,0,0
qokchey,cheeey,84,21,0.9178763328101059,0,0,1,2,0
qokchey,otaiin,84,212,0.9655651795604285,0,0,0,0,0
qokchey,sheedy,84,210,0.9647369988603688,0,0,1,1,0
qokchey,okal,84,91,0.9599884235472312,0,0,2,0,0
qokchey,qokeedy,84,443,0.9678995778779133,0,1,1,1,0
qokchey,saiin,84,91,0.950418001873875,0,0,1,0,0
qokchey,qokar,84,328,0.9653688566568346,0,1,1,0,0
qokchey,dar,84,587,0.9699135512252097,0,0,3,0,0
qokchey,dain,84,176,0.9653001984893151,0,0,2,0,0
qokchey,qotar,84,60,0.9430857817867754,0,1,1,0,0
qokchey,pedy,84,20,0.7526157351749978,0,0,2,1,0
qokchey,teey,84,21,0.8906516385631882,0,0,2,2,0
qokchey,opchy,84,32,0.9471632162898849,0,0,2,1,0
qokchey,otedy,84,302,0.9670473650873802,0,0,1,1,0
qokchey,otain,84,197,0.9408221548637484,0,0,1,0,0
qokchey,koiin,84,25,0.8218766515816357,0,0,1,0,0
qokchey,chor,84,68,0.9548036794032958,0,0,3,0,0
qokchey,cheey,84,175,0.9639114338901918,0,0,2,2,0
qokchey,rar,84,22,0.930547015564252,0,0,3,0,0
qokchey,y,84,143,0.964518427027953,0,0,5,1,0
qokchey,qol,84,225,0.9717885563287575,0,1,3,0,0
qokchey,am,84,90,0.9550096838463721,0,0,4,0,0
qokchey,shckhy,84,108,0.9685733502211021,0,0,3,1,0
qokchey,al,84,141,0.9643146761579988,0,0,4,0,0
qokchey,dy,84,157,0.9500142110563956,0,0,4,1,0
qokchey,par,84,22,0.8723809877887407,0,0,3,0,0
qokchey,shey,84,297,0.961100352408962,0,0,3,2,0
qokchey,okeedy,84,177,0.9611504821029648,0,0,0,1,0
qokchey,qokain,84,435,0.9615050183570859,0,1,0,0,0
qokchey,opchedaiin,84,22,0.9368434065263583,0,0,3,0,0
qokchey,qoteedy,84,99,0.9579596873906353,0,1,1,1,0
qokchey,qoky,84,149,0.9701262314735754,0,1,2,1,0
qokchey,oky,84,75,0.9503366602175932,0,0,3,1,0
qokchey,kody,84,21,0.9226256841744762,0,0,2,1,0
qokchey,sheey,84,211,0.9752403744861105,0,0,2,2,0
qokchey,dam,84,81,0.9529977771526787,0,0,3,0,0
qokchey,oteedy,84,189,0.9696952110684175,0,0,0,1,0
qokchey,olkeedy,84,96,0.949106369890319,0,0,1,1,0
qokchey,dleey,84,51,0.9302013676785614,0,0,1,2,0
qokchey,shor,84,45,0.9592191418825345,0,0,3,0,0
qokchey,qokaiin,84,504,0.9745452963344938,0,1,1,0,0
qokchey,olkal,84,50,0.9666134154429555,0,0,1,0,0
qokchey,chs,84,34,0.9378872225829317,0,0,4,0,0
qokchey,okeey,84,173,0.9574533740607624,0,0,1,2,0
qokchey,kd,84,24,0.9397713820393454,0,0,4,0,0
qokchey,lchey,84,57,0.929690477053191,0,0,2,3,0
qokchey,chol,84,136,0.9711044103048782,0,0,3,0,0
qokchey,qotedy,84,142,0.9677897649896586,0,1,0,1,0
qokchey,oteey,84,169,0.9704548069719345,0,0,1,2,0
qokchey,cheol,84,107,0.9664542279979436,0,0,2,0,0
qokchey,okol,84,39,0.9317903330982453,0,0,2,0,0
qokchey,lkar,84,20,0.8525784912517,0,0,2,0,0
qokchey,otchdy,84,44,0.9392258384003819,0,0,1,1,0
qokchey,qotain,84,94,0.9637696884947773,0,1,0,0,0
qokchey,lchedy,84,177,0.9709919052432604,0,0,1,1,0
qokchey,daiin,84,462,0.971086957106223,0,0,1,0,0
qokchey,aiin,84,327,0.9595413183816043,0,0,2,0,0
qokchey,dal,84,174,0.9567898885447502,0,0,3,0,0
qokchey,or,84,253,0.9670242363598469,0,0,4,0,0
qokchey,otar,84,139,0.9544567457008275,0,0,2,0,0
qokchey,araiin,84,21,0.9277911708506095,0,0,0,0,0
qokchey,shar,84,33,0.9314559888179319,0,0,3,0,0
qokchey,aredy,84,27,0.9381354255697629,0,0,1,1,0
qokchey,tor,84,25,0.9087354348847376,0,0,3,0,0
qokchey,kal,84,50,0.9589387914039812,0,0,3,0,0
qokchey,olky,84,34,0.9507360442768023,0,0,2,1,0
qokchey,shol,84,172,0.9699566378734938,0,0,3,0,0
qokchey,otody,84,26,0.9119831381272532,0,0,1,1,0
qokchey,ofeey,84,23,0.8390772527308131,0,0,1,2,0
qokchey,qokey,84,76,0.9539597005716776,0,1,1,2,0
qokchey,pcheey,84,22,0.8522436144225656,0,0,1,2,0
qokchey,chdaiin,84,33,0.9437007965436945,0,0,0,0,0
qokchey,otal,84,97,0.9592107959337042,0,0,2,0,0
qokchey,air,84,59,0.9464733026627399,0,0,3,0,0
qokchey,qokeo,84,20,0.9185913228536295,0,1,1,0,0
qokchey,ytedy,84,23,0.8738261081121426,0,0,1,1,0
qokchey,ain,84,145,0.9633603117464002,0,0,3,0,0
qokchey,qotal,84,46,0.9429937860525119,0,1,1,0,0
qokchey,dair,84,89,0.9662776884877233,0,0,2,0,0
qokchey,qokor,84,45,0.9454196524984994,0,1,1,0,0
qokchey,chdy,84,244,0.9718296856654887,0,0,3,1,0
qokchey,olkaiin,84,112,0.9566850760283033,0,0,1,0,0
qokchey,okchy,84,33,0.9539661266888634,0,0,2,1,0
qokchey,olchedy,84,22,0.9257092767044879,0,0,0,1,0
qokchey,okedy,84,121,0.9748117186173728,0,0,1,1,0
qokchey,otchy,84,36,0.9507343519719066,0,0,2,1,0
qokchey,lkaiin,84,102,0.9787716312050171,0,0,0,0,0
qokchey,qokchedy,84,58,0.9145089382277897,0,1,1,1,0
qokchey,cthdy,84,33,0.9565329794019541,0,0,3,1,0
qokchey,otchey,84,27,0.8613405641824498,0,0,1,3,1
qokchey,oddy,84,26,0.8918220699582992,0,0,2,1,0
qokchey,chy,84,43,0.9537909573951596,0,0,4,1,0
qokchey,char,84,32,0.8995079392711939,0,0,3,0,0
qokchey,cheedy,84,73,0.9502158367675118,0,0,1,1,0
qokchey,qoteey,84,92,0.9563467928812347,0,1,0,2,0
qokchey,tedy,84,38,0.9269968899629014,0,0,2,1,0
qokchey,lkdy,84,26,0.8877087815927885,0,0,2,1,0
qokchey,lkedy,84,20,0.943259301413549,0,0,1,1,0
qokchey,opchdy,84,23,0.9481614557631962,0,0,1,1,0
qokchey,okor,84,25,0.8969777296528963,0,0,2,0,0
qokchey,lkain,84,63,0.9665531621118082,0,0,1,0,0
qokchey,olkeey,84,94,0.9533826221050625,0,0,0,2,0
qokchey,qokal,84,215,0.964495583086825,0,1,1,0,0
qokchey,chckhey,84,45,0.9450542862500159,0,0,2,2,0
qokchey,otol,84,40,0.8971102606451636,0,0,2,0,0
qokchey,qoty,84,21,0.949407418195363,0,1,2,1,0
qokchey,kar,84,55,0.9563416940967523,0,0,3,0,0
qokchey,oty,84,68,0.9461399218734472,0,0,3,1,0
qokchey,tdy,84,32,0.9399745747307708,0,0,3,1,0
qokchey,ychy,84,21,0.9318494502786561,0,0,3,1,0
qokchey,otey,84,31,0.9237578691701607,0,0,2,2,0
qokchey,qotaiin,84,92,0.971350032721281,0,1,1,0,0
qokchey,olkain,84,83,0.9568835033124768,0,0,0,0,0
qokchey,okey,84,27,0.9432585447416042,0,0,2,2,0
qokchey,kaiin,84,22,0.9225711688790046,0,0,1,0,0
qokchey,ky,84,30,0.9255039413463393,0,0,4,1,0
qokchey,qokchy,84,75,0.9647806991631741,0,1,1,1,0
qokchey,daryeey,84,20,0.7888656954705713,0,0,1,2,0
qokchey,olkedy,84,35,0.907410473226058,0,0,0,1,0
qokchey,qokol,84,106,0.9097843712780557,0,1,1,0,0
qokchey,shody,84,44,0.8208492363185513,0,0,2,1,0
qokchey,olkar,84,63,0.9662505594101858,0,0,1,0,0
qokchey,qotchy,84,20,0.7664333764957222,0,1,1,1,0
qokchey,taiin,84,49,0.9352936734328465,0,0,1,0,0
qokchey,sham,84,21,0.9104308962068028,0,0,3,0,0
qokchey,sar,84,43,0.9579709043985792,0,0,3,0,0
qokchey,lchaiin,84,24,0.9534297035838469,0,0,0,0,0
qokchey,qoy,84,22,0.9141003041001773,0,1,3,1,0
qokchey,shes,84,22,0.8125295405534249,0,0,3,0,0
qokchey,okchey,84,32,0.9573007009186267,0,0,1,5,1
qokchey,oleedy,84,26,0.9409302661014168,0,0,0,1,0
qokchey,ody,84,28,0.9292613572635092,0,0,3,1,0
qokchey,ykar,84,21,0.8305197541108871,0,0,2,0,0
qokchey,dleo,84,22,0.8383860133998652,0,0,2,0,0
qokchey,dleeol,84,22,0.9201446090258337,0,0,0,0,0
qokchey,qokeor,84,20,0.8790232991997416,0,1,0,0,0
qokchey,olkchdy,84,21,0.8801596701493841,0,0,0,1,0
qokchey,chal,84,29,0.8340319240632194,0,0,3,0,0
qokchey,tchaiin,84,21,0.9130576401858366,0,0,0,0,0
qokchey,qokeody,84,21,0.9026889640194016,0,1,1,1,0
qokchey,ldy,84,21,0.8741103911111378,0,0,3,1,0
qokchey,laiin,84,37,0.9373562779002689,0,0,1,0,0
qokchey,schdy,84,21,0.9316690082896981,0,0,2,1,0
qokchey,sheckhy,84,39,0.9670033035151855,0,0,2,1,0
qokchey,cheeor,84,26,0.8724259134640583,0,0,1,0,0
qokchey,otedal,84,22,0.8803887475837522,0,0,0,0,0
qokchey,lsy,84,22,0.9443354854482229,0,0,3,1,0
qokchey,qoko,84,24,0.7861626886465231,0,1,2,0,0
qokchey,ytody,84,21,0.9371926237320888,0,0,1,1,0
qokchey,chody,84,23,0.944215390410337,0,0,2,1,0
qokchey,kchy,84,24,0.9233899413369677,0,0,3,1,0
qokchey,ykal,84,24,0.900093273024301,0,0,2,0,0
qokchey,lsedy,84,28,0.9174005889145361,0,0,1,1,0
qokchey,to,84,24,0.8836908437909472,0,0,4,0,0
qokchey,pchdy,84,30,0.9270301556382636,0,0,2,1,0
qokchey,qoeedy,84,23,0.9472211738493462,0,1,0,1,0
qokchey,otor,84,20,0.9184425834739138,0,0,2,0,0
ol,sheol,664,170,0.9724030720619865,0,0,2,2,0
ol,okchdy,664,43,0.9421545310833884,0,0,3,0,0
ol,reedy,664,35,0.9454471513713637,0,0,3,0,0
ol,chckhy,664,138,0.9799271883304809,0,0,1,0,0
ol,chedy,664,696,0.9919496538220198,0,0,2,0,0
ol,ar,664,311,0.9896710038985231,0,0,0,0,0
ol,okar,664,125,0.9752863644526718,0,0,2,0,0
ol,qokedy,664,293,0.989467259591793,0,0,4,0,0
ol,okaiin,664,210,0.9791354573388793,0,0,4,0,0
ol,raiin,664,156,0.9890480880116879,0,0,3,0,0
ol,qokchdy,664,83,0.9588357930541992,0,0,4,0,0
ol,opar,664,26,0.9391251959052862,0,0,2,0,0
ol,qokeey,664,480,0.983166725168442,0,0,4,0,0
ol,okain,664,205,0.9837326962047527,0,0,3,0,0
ol,chey,664,291,0.9846501337437766,0,0,1,0,0
ol,keed,664,21,0.9015977965664271,0,0,2,0,0
ol,sheody,664,61,0.9561719758489893,0,0,3,0,0
ol,sain,664,142,0.9794725568618998,0,0,2,0,0
ol,cheeey,664,21,0.913969839492185,0,0,3,0,0
ol,otaiin,664,212,0.9804010369310686,0,0,4,0,0
ol,sheedy,664,210,0.9805925769166478,0,0,3,0,0
ol,okal,664,91,0.9649548648339745,0,0,2,1,0
ol,qokeedy,664,443,0.9829511199989002,0,0,5,0,0
ol,saiin,664,91,0.9542722428951022,0,0,3,0,0
ol,qokar,664,328,0.9805704114937853,0,0,3,0,0
ol,dar,664,587,0.9920043037599917,0,0,1,0,0
ol,dain,664,176,0.9743151854402946,0,0,2,0,0
ol,qotar,664,60,0.9350099136021556,0,0,3,0,0
ol,pedy,664,20,0.7747237774747782,0,0,2,0,0
ol,teey,664,21,0.8785811467881294,0,0,2,0,0
ol,opchy,664,32,0.9535314221612863,0,0,2,0,0
ol,otedy,664,302,0.9908352434328571,0,0,3,0,0
ol,otain,664,197,0.9751255155468855,0,0,3,0,0
ol,koiin,664,25,0.8370278678321073,0,0,3,0,0
ol,chor,664,68,0.962372109860708,0,0,1,0,0
ol,cheey,664,175,0.9677586064114331,0,0,2,0,0
ol,rar,664,22,0.9360080312928906,0,0,1,0,0
ol,y,664,143,0.9863635467506046,0,0,1,0,0
ol,qol,664,225,0.9811107378868181,0,0,1,2,1
ol,am,664,90,0.9772529567246915,0,0,0,0,0
ol,shckhy,664,108,0.9746958777647996,0,0,1,0,0
ol,al,664,141,0.9841355897898161,0,0,0,1,0
ol,dy,664,157,0.9772662931693693,0,0,0,0,0
ol,par,664,22,0.8951844251675378,0,0,1,0,0
ol,shey,664,297,0.9897218158722144,0,0,1,0,0
ol,okeedy,664,177,0.975637837399558,0,0,4,0,0
ol,qokain,664,435,0.9891136883971221,0,0,4,0,0
ol,opchedaiin,664,22,0.9313374083600655,0,0,7,0,0
ol,qoteedy,664,99,0.952088837203435,0,0,5,0,0
ol,qoky,664,149,0.9668289041799178,0,0,2,0,0
ol,oky,664,75,0.970348457759981,0,0,1,0,0
ol,kody,664,21,0.9417273247223285,0,0,2,0,0
ol,sheey,664,211,0.9741335909390477,0,0,2,0,0
ol,dam,664,81,0.9545581673194237,0,0,1,0,0
ol,oteedy,664,189,0.9800730485358393,0,0,4,0,0
ol,olkeedy,664,96,0.9699925161264692,0,0,5,0,0
ol,dleey,664,51,0.9449976905005255,0,0,3,0,0
ol,shor,664,45,0.9581223470734977,0,0,1,0,0
ol,qokaiin,664,504,0.9813723223564196,0,0,5,0,0
ol,olkal,664,50,0.9722405520360855,0,0,3,1,0
ol,chs,664,34,0.9540430131496277,0,0,0,0,0
ol,okeey,664,173,0.9531459054459116,0,0,3,0,0
ol,kd,664,24,0.9611450481387921,0,0,0,0,0
ol,lchey,664,57,0.9522914060573079,0,0,2,0,0
ol,chol,664,136,0.9894691273143082,0,0,1,2,1
ol,qotedy,664,142,0.985666775661407,0,0,4,0,0
ol,oteey,664,169,0.9796913955217612,0,0,3,0,0
ol,cheol,664,107,0.9785213894477113,0,0,2,2,1
ol,okol,664,39,0.9382260380025248,0,0,2,2,0
ol,lkar,664,20,0.8973916541333905,0,0,2,0,0
ol,otchdy,664,44,0.9418283553118311,0,0,3,0,0
ol,qotain,664,94,0.9853495330056612,0,0,4,0,0
ol,lchedy,664,177,0.9843432972406223,0,0,3,0,0
ol,daiin,664,462,0.9799464477039921,0,0,3,0,0
ol,aiin,664,327,0.9885716845626954,0,0,2,0,0
ol,dal,664,174,0.9739348088426719,0,0,1,1,0
ol,or,664,253,0.9928264886543697,0,0,0,0,1
ol,otar,664,139,0.9691157548472785,0,0,2,0,0
ol,araiin,664,21,0.9364703015003784,0,0,4,0,0
ol,shar,664,33,0.9191705915245773,0,0,1,0,0
ol,aredy,664,27,0.9360761039916052,0,0,3,0,0
ol,tor,664,25,0.8910082295935209,0,0,1,0,0
ol,kal,664,50,0.9672700446090426,0,0,1,1,0
ol,olky,664,34,0.9579560914477916,0,0,2,0,0
ol,shol,664,172,0.9741245972868373,0,0,1,2,0
ol,otody,664,26,0.926923577368855,0,0,3,0,0
ol,ofeey,664,23,0.8685212466943038,0,0,3,0,0
ol,qokey,664,76,0.9494611379898247,0,0,3,0,0
ol,pcheey,664,22,0.8907572122110898,0,0,3,0,0
ol,chdaiin,664,33,0.9555703851558202,0,0,4,0,0
ol,otal,664,97,0.9571047939218459,0,0,2,1,0
ol,air,664,59,0.9592764626841144,0,0,1,0,0
ol,qokeo,664,20,0.9477100836759869,0,0,3,0,0
ol,ytedy,664,23,0.8796976762204091,0,0,3,0,0
ol,ain,664,145,0.9870877783283208,0,0,1,0,0
