a,b,freq_a,freq_b,context_cosine,same_remainder_after_2,same_prefix_2,glyph_len_diff,common_suffix_units,same_hidden_plaintext
ar,qoko,311,24,0.7812863140149096,0,0,2,0,0
ar,ytody,311,21,0.9450790545171496,0,0,3,0,0
ar,chody,311,23,0.9565642316694305,0,0,2,0,0
ar,kchy,311,24,0.9353717119472753,0,0,1,0,0
ar,ykal,311,24,0.9152358437037139,0,0,2,0,0
ar,lsedy,311,28,0.9283862560357973,0,0,3,0,0
ar,to,311,24,0.9036589255724192,0,0,0,0,0
ar,pchdy,311,30,0.9389138409237555,0,0,2,0,0
ar,qoeedy,311,23,0.9518992982661811,0,0,4,0,0
ar,otor,311,20,0.9214273520401166,0,0,2,1,0
okar,qokedy,125,293,0.9673528724491612,0,0,2,0,0
okar,okaiin,125,210,0.9797725091359665,0,1,2,0,0
okar,raiin,125,156,0.9678822385138066,0,0,1,0,0
okar,qokchdy,125,83,0.960559661326711,0,0,2,0,0
okar,opar,125,26,0.9308098386546116,1,0,0,2,0
okar,qokeey,125,480,0.9780668452843774,0,0,2,0,0
okar,okain,125,205,0.9651234741356174,0,1,1,0,0
okar,chey,125,291,0.9814451187877445,0,0,1,0,0
okar,keed,125,21,0.8864828547985865,0,0,0,0,0
okar,sheody,125,61,0.9504403431628217,0,0,1,0,0
okar,sain,125,142,0.9837778720186955,0,0,0,0,1
okar,cheeey,125,21,0.913475177474914,0,0,1,0,0
okar,otaiin,125,212,0.982719360795374,0,0,2,0,0
okar,sheedy,125,210,0.9627012202756378,0,0,1,0,0
okar,okal,125,91,0.9709247784319517,0,1,0,0,0
okar,qokeedy,125,443,0.9844978411478974,0,0,3,0,0
okar,saiin,125,91,0.9644490977352445,0,0,1,0,0
okar,qokar,125,328,0.9876425880123932,0,0,1,4,1
okar,dar,125,587,0.974607424587431,0,0,1,2,0
okar,dain,125,176,0.977299979432825,0,0,0,0,0
okar,qotar,125,60,0.9444468748942354,0,0,1,2,1
okar,pedy,125,20,0.7679581439964307,0,0,0,0,0
okar,teey,125,21,0.8643704251558227,0,0,0,0,0
okar,opchy,125,32,0.9549679634099689,0,0,0,0,0
okar,otedy,125,302,0.971905633955481,0,0,1,0,0
okar,otain,125,197,0.9604626659522688,0,0,1,0,0
okar,koiin,125,25,0.8300402770940941,0,0,1,0,0
okar,chor,125,68,0.9701643164246168,0,0,1,1,0
okar,cheey,125,175,0.9771831297428908,0,0,0,0,0
okar,rar,125,22,0.9201782524923735,0,0,1,2,0
okar,y,125,143,0.9662097358033884,0,0,3,0,0
okar,qol,125,225,0.9573972519948765,0,0,1,0,0
okar,am,125,90,0.9550610959399487,0,0,2,0,0
okar,shckhy,125,108,0.9779610110641379,0,0,1,0,0
okar,al,125,141,0.9592454299457438,0,0,2,0,0
okar,dy,125,157,0.976134224524258,0,0,2,0,0
okar,par,125,22,0.8810608904513506,0,0,1,2,0
okar,shey,125,297,0.9676617424175374,0,0,1,0,0
okar,okeedy,125,177,0.9776903591884033,0,1,2,0,0
okar,qokain,125,435,0.9750273838971821,0,0,2,0,0
okar,opchedaiin,125,22,0.9377855621628971,0,0,5,0,0
okar,qoteedy,125,99,0.9580162561759858,0,0,3,0,0
okar,qoky,125,149,0.9560872966639701,0,0,0,0,0
okar,oky,125,75,0.9595765711668255,0,1,1,0,0
okar,kody,125,21,0.9376168371639522,0,0,0,0,0
okar,sheey,125,211,0.9704577971106637,0,0,0,0,0
okar,dam,125,81,0.957361249231068,0,0,1,0,0
okar,oteedy,125,189,0.9818373814074722,0,0,2,0,0
okar,olkeedy,125,96,0.973465323419243,0,0,3,0,0
okar,dleey,125,51,0.9515938791696097,0,0,1,0,0
okar,shor,125,45,0.9518357325080321,0,0,1,1,0
okar,qokaiin,125,504,0.9838261522695617,0,0,3,0,0
okar,olkal,125,50,0.96341950823458,0,0,1,0,0
okar,chs,125,34,0.9440478622540099,0,0,2,0,0
okar,okeey,125,173,0.9468846454829657,0,1,1,0,0
okar,kd,125,24,0.9504987172257581,0,0,2,0,0
okar,lchey,125,57,0.9587898468342181,0,0,0,0,0
okar,chol,125,136,0.973742337095051,0,0,1,0,0
okar,qotedy,125,142,0.9696243534086336,0,0,2,0,0
okar,oteey,125,169,0.9760493304451372,0,0,1,0,0
okar,cheol,125,107,0.953006883255169,0,0,0,0,0
okar,okol,125,39,0.9282984780795083,0,1,0,0,0
okar,lkar,125,20,0.9077593607323017,1,0,0,3,0
okar,otchdy,125,44,0.9419779054888834,0,0,1,0,0
okar,qotain,125,94,0.9607496156902121,0,0,2,0,0
okar,lchedy,125,177,0.9612858801032124,0,0,1,0,0
okar,daiin,125,462,0.9800428980655586,0,0,1,0,0
okar,aiin,125,327,0.9703039471331171,0,0,0,0,0
okar,dal,125,174,0.976351307567671,0,0,1,0,0
okar,or,125,253,0.9736306346585538,0,0,2,1,0
okar,otar,125,139,0.9819989685315583,1,0,0,2,1
okar,araiin,125,21,0.9317344215268988,0,0,2,0,0
okar,shar,125,33,0.9156210799025774,0,0,1,2,0
okar,aredy,125,27,0.9229743542217093,0,0,1,0,0
okar,tor,125,25,0.8746275924087943,0,0,1,1,0
okar,kal,125,50,0.9481853021596772,0,0,1,0,0
okar,olky,125,34,0.9500805793955757,0,0,0,0,0
okar,shol,125,172,0.9732679162861563,0,0,1,0,0
okar,otody,125,26,0.9022616758386909,0,0,1,0,0
okar,ofeey,125,23,0.8920053079369848,0,0,1,0,0
okar,qokey,125,76,0.9554613707237377,0,0,1,0,0
okar,pcheey,125,22,0.8927565429691597,0,0,1,0,0
okar,chdaiin,125,33,0.9470791237804802,0,0,2,0,0
okar,otal,125,97,0.9595675026965302,0,0,0,0,0
okar,air,125,59,0.933084892393706,0,0,1,1,0
okar,qokeo,125,20,0.9328880786375384,0,0,1,0,0
okar,ytedy,125,23,0.8501609170655049,0,0,1,0,0
okar,ain,125,145,0.9637965398333013,0,0,1,0,0
okar,qotal,125,46,0.9691359985286104,0,0,1,0,0
okar,dair,125,89,0.9725596626877471,0,0,0,1,0
okar,qokor,125,45,0.9479151429623877,0,0,1,1,0
okar,chdy,125,244,0.9675704859032682,0,0,1,0,0
okar,olkaiin,125,112,0.9611161041951484,0,0,3,0,0
okar,okchy,125,33,0.9504009403569118,0,1,0,0,0
okar,olchedy,125,22,0.9101811673197543,0,0,2,0,0
okar,okedy,125,121,0.9662103143721754,0,1,1,0,0
okar,otchy,125,36,0.9516656937142332,0,0,0,0,0
okar,lkaiin,125,102,0.9768972756734035,0,0,2,0,0
okar,qokchedy,125,58,0.8900904075587053,0,0,3,0,0
okar,cthdy,125,33,0.9708359425982503,0,0,1,0,0
okar,otchey,125,27,0.8643256829600483,0,0,1,0,0
okar,oddy,125,26,0.9066421565314509,0,0,0,0,0
okar,chy,125,43,0.948020453089871,0,0,2,0,0
okar,char,125,32,0.8898264779769188,0,0,1,2,0
okar,cheedy,125,73,0.9667579826082567,0,0,1,0,0
okar,qoteey,125,92,0.9672564466606431,0,0,2,0,0
okar,tedy,125,38,0.9550475477463654,0,0,0,0,0
okar,lkdy,125,26,0.9119703062996034,0,0,0,0,0
okar,lkedy,125,20,0.926291819240316,0,0,1,0,0
okar,opchdy,125,23,0.9540816328847694,0,0,1,0,0
okar,okor,125,25,0.8886983491434329,0,1,0,1,0
okar,lkain,125,63,0.9691666666666666,0,0,1,0,0
okar,olkeey,125,94,0.9754915561524303,0,0,2,0,0
okar,qokal,125,215,0.9761854565744682,0,0,1,0,0
okar,chckhey,125,45,0.9666710775437106,0,0,0,0,0
okar,otol,125,40,0.8811725555574257,0,0,0,0,0
okar,qoty,125,21,0.9563943933808038,0,0,0,0,0
okar,kar,125,55,0.9512829975465471,0,0,1,3,0
okar,oty,125,68,0.9582843671989945,0,0,1,0,0
okar,tdy,125,32,0.9366782552435782,0,0,1,0,0
okar,ychy,125,21,0.9455487180297171,0,0,1,0,0
okar,otey,125,31,0.930222300007463,0,0,0,0,0
okar,qotaiin,125,92,0.9655522832851291,0,0,3,0,0
okar,olkain,125,83,0.9531018166848937,0,0,2,0,0
okar,okey,125,27,0.9484492318617288,0,1,0,0,0
okar,kaiin,125,22,0.9269435801986331,0,0,1,0,0
okar,ky,125,30,0.9559636622426395,0,0,2,0,0
okar,qokchy,125,75,0.9610875827912545,0,0,1,0,0
okar,daryeey,125,20,0.8086326684303758,0,0,3,0,0
okar,olkedy,125,35,0.9319376922564153,0,0,2,0,0
okar,qokol,125,106,0.9054739644966024,0,0,1,0,0
okar,shody,125,44,0.8063396646135605,0,0,0,0,0
okar,olkar,125,63,0.9803936806566923,0,0,1,3,1
okar,qotchy,125,20,0.7975966987313579,0,0,1,0,0
okar,taiin,125,49,0.9551805394864882,0,0,1,0,0
okar,sham,125,21,0.8982029383822558,0,0,1,0,0
okar,sar,125,43,0.961125505728694,0,0,1,2,0
okar,lchaiin,125,24,0.9223309842157773,0,0,2,0,0
okar,qoy,125,22,0.8822988033830593,0,0,1,0,0
okar,shes,125,22,0.7756255131884593,0,0,1,0,0
okar,okchey,125,32,0.9345894951468998,0,1,1,0,0
okar,oleedy,125,26,0.9459724707114449,0,0,2,0,0
okar,ody,125,28,0.9107416923739727,0,0,1,0,0
okar,ykar,125,21,0.8455555555555555,1,0,0,3,0
okar,dleo,125,22,0.8327989122561696,0,0,0,0,0
okar,dleeol,125,22,0.9259967587032429,0,0,2,0,0
okar,qokeor,125,20,0.8988487391193135,0,0,2,1,0
okar,olkchdy,125,21,0.907799424013192,0,0,2,0,0
okar,chal,125,29,0.8725801597937581,0,0,1,0,0
okar,tchaiin,125,21,0.9382983657547405,0,0,2,0,0
okar,qokeody,125,21,0.8940549007898232,0,0,3,0,0
okar,ldy,125,21,0.8844355720320142,0,0,1,0,0
okar,laiin,125,37,0.9325536370868055,0,0,1,0,0
okar,schdy,125,21,0.9373867873354298,0,0,0,0,0
okar,sheckhy,125,39,0.9598217984026057,0,0,0,0,0
okar,cheeor,125,26,0.905816867546009,0,0,1,1,0
okar,otedal,125,22,0.8658451836539914,0,0,2,0,0
okar,lsy,125,22,0.9353224480430032,0,0,1,0,0
okar,qoko,125,24,0.7483320462375901,0,0,0,0,0
okar,ytody,125,21,0.9410709814013206,0,0,1,0,0
okar,chody,125,23,0.9440810686652609,0,0,0,0,0
okar,kchy,125,24,0.9536612065978657,0,0,1,0,0
okar,ykal,125,24,0.8862587350511957,0,0,0,0,0
okar,lsedy,125,28,0.9117037923019702,0,0,1,0,0
okar,to,125,24,0.9179065964099221,0,0,2,0,0
okar,pchdy,125,30,0.9455508902212474,0,0,0,0,0
okar,qoeedy,125,23,0.9279365938123626,0,0,2,0,0
okar,otor,125,20,0.9367839145523916,0,0,0,1,0
qokedy,okaiin,293,210,0.9740035919289433,0,0,0,0,0
qokedy,raiin,293,156,0.9836702024829111,0,0,1,0,1
qokedy,qokchdy,293,83,0.9575420158115971,0,1,0,2,0
qokedy,opar,293,26,0.9392129290374505,0,0,2,0,0
qokedy,qokeey,293,480,0.9826815801058623,0,1,0,1,0
qokedy,okain,293,205,0.9761100885760156,0,0,1,0,0
qokedy,chey,293,291,0.9794127508708167,0,0,3,1,0
qokedy,keed,293,21,0.8944031426934674,0,0,2,0,0
qokedy,sheody,293,61,0.954956210195353,0,0,1,2,0
qokedy,sain,293,142,0.976009969238146,0,0,2,0,0
qokedy,cheeey,293,21,0.914983424871218,0,0,1,1,0
qokedy,otaiin,293,212,0.9699199146126546,0,0,0,0,0
qokedy,sheedy,293,210,0.9792419704093548,0,0,1,3,0
qokedy,okal,293,91,0.9619903927421203,0,0,2,0,0
qokedy,qokeedy,293,443,0.9765866550103537,0,1,1,3,0
qokedy,saiin,293,91,0.9558720485721821,0,0,1,0,0
qokedy,qokar,293,328,0.9754092711587559,0,1,1,0,0
qokedy,dar,293,587,0.9874898573083335,0,0,3,0,0
qokedy,dain,293,176,0.9667854648052707,0,0,2,0,0
qokedy,qotar,293,60,0.9403243040703952,0,1,1,0,0
qokedy,pedy,293,20,0.7673587176599801,0,0,2,3,0
qokedy,teey,293,21,0.8860029339205878,0,0,2,1,0
qokedy,opchy,293,32,0.9519626692903355,0,0,2,1,0
qokedy,otedy,293,302,0.9904847668947999,0,0,1,3,1
qokedy,otain,293,197,0.9618729195543098,0,0,1,0,0
qokedy,koiin,293,25,0.8373608678541917,0,0,1,0,0
qokedy,chor,293,68,0.9529815884345614,0,0,3,0,0
qokedy,cheey,293,175,0.9599762008527868,0,0,2,1,0
qokedy,rar,293,22,0.9455971697917037,0,0,3,0,0
qokedy,y,293,143,0.9815362290770038,0,0,5,1,0
qokedy,qol,293,225,0.9822245327069091,0,1,3,0,0
qokedy,am,293,90,0.9760747898364379,0,0,4,0,0
qokedy,shckhy,293,108,0.970088112352518,0,0,3,1,0
qokedy,al,293,141,0.9827900412192633,0,0,4,0,0
qokedy,dy,293,157,0.9660560514336354,0,0,4,2,0
qokedy,par,293,22,0.8909933123420393,0,0,3,0,0
qokedy,shey,293,297,0.987951670976741,0,0,3,1,1
qokedy,okeedy,293,177,0.9658439654917944,0,0,0,3,0
qokedy,qokain,293,435,0.9818175252349081,0,1,0,0,0
qokedy,opchedaiin,293,22,0.9320651010992451,0,0,3,0,0
qokedy,qoteedy,293,99,0.9564312447623717,0,1,1,3,0
qokedy,qoky,293,149,0.9618032955597825,0,1,2,1,0
qokedy,oky,293,75,0.960767651235857,0,0,3,1,0
qokedy,kody,293,21,0.9332711514125669,0,0,2,2,0
qokedy,sheey,293,211,0.9738290989666497,0,0,2,1,0
qokedy,dam,293,81,0.9496669314732159,0,0,3,0,0
qokedy,oteedy,293,189,0.9766386497272086,0,0,0,3,0
qokedy,olkeedy,293,96,0.95947101020084,0,0,1,3,0
qokedy,dleey,293,51,0.9345882751250599,0,0,1,1,0
qokedy,shor,293,45,0.9543731769442572,0,0,3,0,0
qokedy,qokaiin,293,504,0.9748676964714107,0,1,1,0,0
qokedy,olkal,293,50,0.9651124487630953,0,0,1,0,0
qokedy,chs,293,34,0.9457902464882431,0,0,4,0,0
qokedy,okeey,293,173,0.9562381951513176,0,0,1,1,0
qokedy,kd,293,24,0.9571499209391376,0,0,4,0,0
qokedy,lchey,293,57,0.9395022673107033,0,0,2,1,0
qokedy,chol,293,136,0.9867408640378627,0,0,3,0,0
qokedy,qotedy,293,142,0.9856834039148907,0,1,0,3,1
qokedy,oteey,293,169,0.9767447234626557,0,0,1,1,0
qokedy,cheol,293,107,0.9769515412487412,0,0,2,0,0
qokedy,okol,293,39,0.936014521851618,0,0,2,0,0
qokedy,lkar,293,20,0.8744265109623698,0,0,2,0,0
qokedy,otchdy,293,44,0.9389735759550625,0,0,1,2,0
qokedy,qotain,293,94,0.9820676325089731,0,1,0,0,0
qokedy,lchedy,293,177,0.9870001008989118,0,0,1,3,0
qokedy,daiin,293,462,0.9742971293431582,0,0,1,0,0
qokedy,aiin,293,327,0.9797474114468626,0,0,2,0,0
qokedy,dal,293,174,0.9628944922051912,0,0,3,0,0
qokedy,or,293,253,0.9851046896715006,0,0,4,0,0
qokedy,otar,293,139,0.9621456853398191,0,0,2,0,0
qokedy,araiin,293,21,0.9395781074854682,0,0,0,0,0
qokedy,shar,293,33,0.9216156067075998,0,0,3,0,0
qokedy,aredy,293,27,0.9412701788986166,0,0,1,3,0
qokedy,tor,293,25,0.9023813451438083,0,0,3,0,0
qokedy,kal,293,50,0.9676144188586987,0,0,3,0,0
qokedy,olky,293,34,0.9571072051574327,0,0,2,1,0
qokedy,shol,293,172,0.9706041011098979,0,0,3,0,0
qokedy,otody,293,26,0.928611885981465,0,0,1,2,0
qokedy,ofeey,293,23,0.8576183089433689,0,0,1,1,0
qokedy,qokey,293,76,0.9452649405418412,0,1,1,1,0
qokedy,pcheey,293,22,0.8714974008755143,0,0,1,1,0
qokedy,chdaiin,293,33,0.9548209763451286,0,0,0,0,0
qokedy,otal,293,97,0.9604759545533564,0,0,2,0,0
qokedy,air,293,59,0.9626620883229233,0,0,3,0,0
qokedy,qokeo,293,20,0.9343457354459943,0,1,1,0,0
qokedy,ytedy,293,23,0.8931274793183535,0,0,1,3,0
qokedy,ain,293,145,0.9807136446921345,0,0,3,0,0
qokedy,qotal,293,46,0.9541712249133192,0,1,1,0,0
qokedy,dair,293,89,0.9662069875461238,0,0,2,0,0
qokedy,qokor,293,45,0.9453279044018792,0,1,1,0,0
qokedy,chdy,293,244,0.9877862198832233,0,0,3,2,0
qokedy,olkaiin,293,112,0.9615681625099994,0,0,1,0,0
qokedy,okchy,293,33,0.9493159667358028,0,0,2,1,0
qokedy,olchedy,293,22,0.934149905333081,0,0,0,3,0
qokedy,okedy,293,121,0.9707452948044744,0,0,1,5,0
qokedy,otchy,293,36,0.9446199422380416,0,0,2,1,0
qokedy,lkaiin,293,102,0.9794286273021383,0,0,0,0,0
qokedy,qokchedy,293,58,0.9077351315443067,0,1,1,3,0
qokedy,cthdy,293,33,0.9682409455673285,0,0,3,2,0
qokedy,otchey,293,27,0.8581195539250307,0,0,1,1,0
qokedy,oddy,293,26,0.8994323077819402,0,0,2,2,0
qokedy,chy,293,43,0.958853289587389,0,0,4,1,0
qokedy,char,293,32,0.9211580294403864,0,0,3,0,0
qokedy,cheedy,293,73,0.9490110237908312,0,0,1,3,0
qokedy,qoteey,293,92,0.9614372667018738,0,1,0,1,0
qokedy,tedy,293,38,0.9503005858976723,0,0,2,3,0
qokedy,lkdy,293,26,0.9109430147432572,0,0,2,2,0
qokedy,lkedy,293,20,0.9446901413593337,0,0,1,4,0
qokedy,opchdy,293,23,0.9560506191358819,0,0,1,2,0
qokedy,okor,293,25,0.8942615063375511,0,0,2,0,0
qokedy,lkain,293,63,0.9640446399681776,0,0,1,0,0
qokedy,olkeey,293,94,0.9654389902077836,0,0,0,1,0
qokedy,qokal,293,215,0.970702565350376,0,1,1,0,0
qokedy,chckhey,293,45,0.9464602680693462,0,0,2,1,0
qokedy,otol,293,40,0.9018751325339374,0,0,2,0,0
qokedy,qoty,293,21,0.9574991112386813,0,1,2,1,0
qokedy,kar,293,55,0.9641609669555808,0,0,3,0,0
qokedy,oty,293,68,0.9502575758611744,0,0,3,1,0
qokedy,tdy,293,32,0.9474687895029047,0,0,3,2,0
qokedy,ychy,293,21,0.946511142256351,0,0,3,1,0
qokedy,otey,293,31,0.9155823290783787,0,0,2,1,0
qokedy,qotaiin,293,92,0.9712515883155861,0,1,1,0,0
qokedy,olkain,293,83,0.9695578735229954,0,0,0,0,0
qokedy,okey,293,27,0.9378357065081262,0,0,2,1,0
qokedy,kaiin,293,22,0.947533632453944,0,0,1,0,0
qokedy,ky,293,30,0.9469512798718797,0,0,4,1,0
qokedy,qokchy,293,75,0.9637625949604585,0,1,1,1,0
qokedy,daryeey,293,20,0.7673783572595888,0,0,1,1,0
qokedy,olkedy,293,35,0.9105316424468118,1,0,0,4,0
qokedy,qokol,293,106,0.9159515298168305,0,1,1,0,0
qokedy,shody,293,44,0.8212913159308584,0,0,2,2,0
qokedy,olkar,293,63,0.9732169883700027,0,0,1,0,0
qokedy,qotchy,293,20,0.7531300077431708,0,1,1,1,0
qokedy,taiin,293,49,0.9503350546831318,0,0,1,0,0
qokedy,sham,293,21,0.915776857024894,0,0,3,0,0
qokedy,sar,293,43,0.9632211037187198,0,0,3,0,0
qokedy,lchaiin,293,24,0.9542355256570587,0,0,0,0,0
qokedy,qoy,293,22,0.914036655965066,0,1,3,1,0
qokedy,shes,293,22,0.8019466960613688,0,0,3,0,0
qokedy,okchey,293,32,0.9474586425882853,0,0,1,1,0
qokedy,oleedy,293,26,0.9425038483856765,0,0,0,3,0
qokedy,ody,293,28,0.92983309027781,0,0,3,2,0
qokedy,ykar,293,21,0.855162036953281,0,0,2,0,0
qokedy,dleo,293,22,0.8222417934106289,0,0,2,0,0
qokedy,dleeol,293,22,0.9249307644608901,0,0,0,0,0
qokedy,qokeor,293,20,0.8928675394195686,0,1,0,0,0
qokedy,olkchdy,293,21,0.8857657816471514,0,0,0,2,0
qokedy,chal,293,29,0.8520104298391873,0,0,3,0,0
qokedy,tchaiin,293,21,0.9423888838142525,0,0,0,0,0
qokedy,qokeody,293,21,0.9050794362594657,0,1,1,2,0
qokedy,ldy,293,21,0.8897239470324304,0,0,3,2,0
qokedy,laiin,293,37,0.943941793401434,0,0,1,0,0
qokedy,schdy,293,21,0.9440003760815894,0,0,2,2,0
qokedy,sheckhy,293,39,0.9686057251195298,0,0,2,1,0
qokedy,cheeor,293,26,0.9019277773107697,0,0,1,0,0
qokedy,otedal,293,22,0.9005251651014718,0,0,0,0,0
qokedy,lsy,293,22,0.9471637605515857,0,0,3,1,0
qokedy,qoko,293,24,0.7753893421795023,0,1,2,0,0
qokedy,ytody,293,21,0.9484527035738,0,0,1,2,0
qokedy,chody,293,23,0.9622464965149788,0,0,2,2,0
qokedy,kchy,293,24,0.9341964714177218,0,0,3,1,0
qokedy,ykal,293,24,0.9148110776617663,0,0,2,0,0
qokedy,lsedy,293,28,0.9327071516361922,0,0,1,3,0
qokedy,to,293,24,0.912240878819002,0,0,4,0,0
qokedy,pchdy,293,30,0.9466612278470384,0,0,2,2,0
qokedy,qoeedy,293,23,0.9532487939120382,0,1,0,3,0
qokedy,otor,293,20,0.9236307043886642,0,0,2,0,0
okaiin,raiin,210,156,0.9649582387438012,0,0,1,4,0
okaiin,qokchdy,210,83,0.9710571049626114,0,0,0,0,0
okaiin,opar,210,26,0.9387672400367568,0,0,2,0,0
okaiin,qokeey,210,480,0.9860811696314077,0,0,0,0,0
okaiin,okain,210,205,0.9630086283198271,0,1,1,2,0
okaiin,chey,210,291,0.9863919050454067,0,0,3,0,0
okaiin,keed,210,21,0.8903343196590776,0,0,2,0,0
okaiin,sheody,210,61,0.9623322158677314,0,0,1,0,0
okaiin,sain,210,142,0.9795327360775132,0,0,2,2,0
okaiin,cheeey,210,21,0.931502294713019,0,0,1,0,0
okaiin,otaiin,210,212,0.9838129909945785,1,0,0,4,1
okaiin,sheedy,210,210,0.9706304345473752,0,0,1,0,0
okaiin,okal,210,91,0.9717772305561082,0,1,2,0,0
okaiin,qokeedy,210,443,0.9835229956616076,0,0,1,0,0
okaiin,saiin,210,91,0.9685399945173732,0,0,1,4,0
okaiin,qokar,210,328,0.9844451353440744,0,0,1,0,0
okaiin,dar,210,587,0.9789317277993056,0,0,3,0,0
okaiin,dain,210,176,0.9824324259364486,0,0,2,2,0
okaiin,qotar,210,60,0.9576565442907718,0,0,1,0,0
okaiin,pedy,210,20,0.7592880122700248,0,0,2,0,0
okaiin,teey,210,21,0.8892697318181898,0,0,2,0,0
okaiin,opchy,210,32,0.9659266204255922,0,0,2,0,0
okaiin,otedy,210,302,0.975519919481262,0,0,1,0,0
okaiin,otain,210,197,0.9546062504824138,0,0,1,2,0
okaiin,koiin,210,25,0.828453528937072,0,0,1,3,0
okaiin,chor,210,68,0.9768363505955452,0,0,3,0,0
okaiin,cheey,210,175,0.9805259348310933,0,0,2,0,0
okaiin,rar,210,22,0.9355959852748688,0,0,3,0,0
okaiin,y,210,143,0.9725578154549206,0,0,5,0,0
okaiin,qol,210,225,0.9717114321302361,0,0,3,0,0
okaiin,am,210,90,0.9636275385707438,0,0,4,0,0
okaiin,shckhy,210,108,0.984284011541304,0,0,3,0,0
okaiin,al,210,141,0.969492252571329,0,0,4,0,0
okaiin,dy,210,157,0.9664574350048396,0,0,4,0,0
okaiin,par,210,22,0.8882987748338689,0,0,3,0,0
okaiin,shey,210,297,0.9675725000235113,0,0,3,0,0
okaiin,okeedy,210,177,0.974822643813915,0,1,0,0,0
okaiin,qokain,210,435,0.9714888653780959,0,0,0,2,0
okaiin,opchedaiin,210,22,0.9550452780850827,0,0,3,4,0
okaiin,qoteedy,210,99,0.9691014741040938,0,0,1,0,0
okaiin,qoky,210,149,0.9705884370573459,0,0,2,0,0
okaiin,oky,210,75,0.9628817968185632,0,1,3,0,0
okaiin,kody,210,21,0.9330517966651642,0,0,2,0,0
okaiin,sheey,210,211,0.9825415709440948,0,0,2,0,1
okaiin,dam,210,81,0.965607155804945,0,0,3,0,0
okaiin,oteedy,210,189,0.9831277305879839,0,0,0,0,0
okaiin,olkeedy,210,96,0.9668929478843523,0,0,1,0,0
okaiin,dleey,210,51,0.9411274562669214,0,0,1,0,0
okaiin,shor,210,45,0.9651198545855615,0,0,3,0,0
okaiin,qokaiin,210,504,0.9898513039859184,0,0,1,6,1
okaiin,olkal,210,50,0.9719838186967277,0,0,1,0,0
okaiin,chs,210,34,0.9455080875053014,0,0,4,0,0
okaiin,okeey,210,173,0.9666606230966718,0,1,1,0,0
okaiin,kd,210,24,0.9480023487957663,0,0,4,0,0
okaiin,lchey,210,57,0.9526242547924978,0,0,2,0,0
okaiin,chol,210,136,0.9782600052446214,0,0,3,0,0
okaiin,qotedy,210,142,0.9714728885876327,0,0,0,0,0
okaiin,oteey,210,169,0.9851992435962853,0,0,1,0,0
okaiin,cheol,210,107,0.9678034310641657,0,0,2,0,0
okaiin,okol,210,39,0.9469287750049604,0,1,2,0,0
okaiin,lkar,210,20,0.8912691163541672,0,0,2,0,0
okaiin,otchdy,210,44,0.9549416125634808,0,0,1,0,0
okaiin,qotain,210,94,0.9692843311815217,0,0,0,2,0
okaiin,lchedy,210,177,0.9745715270959819,0,0,1,0,0
okaiin,daiin,210,462,0.9850898980781478,0,0,1,4,0
okaiin,aiin,210,327,0.9680775311524688,0,0,2,4,0
okaiin,dal,210,174,0.9760823902845601,0,0,3,0,0
okaiin,or,210,253,0.9728684245598332,0,0,4,0,0
okaiin,otar,210,139,0.9733406247749511,0,0,2,0,0
okaiin,araiin,210,21,0.9333732423126295,1,0,0,4,0
okaiin,shar,210,33,0.9292862463914263,0,0,3,0,0
okaiin,aredy,210,27,0.9443112905750367,0,0,1,0,0
okaiin,tor,210,25,0.8986065666397822,0,0,3,0,0
okaiin,kal,210,50,0.9583134713374866,0,0,3,0,0
okaiin,olky,210,34,0.9573414562467726,0,0,2,0,0
okaiin,shol,210,172,0.9811609529816198,0,0,3,0,0
okaiin,otody,210,26,0.9139221749486968,0,0,1,0,0
okaiin,ofeey,210,23,0.8697409419307327,0,0,1,0,0
okaiin,qokey,210,76,0.9659390212897301,0,0,1,0,0
okaiin,pcheey,210,22,0.8754511215323132,0,0,1,0,0
okaiin,chdaiin,210,33,0.9502678766609194,1,0,0,4,0
okaiin,otal,210,97,0.9713885258771903,0,0,2,0,0
okaiin,air,210,59,0.949377206203196,0,0,3,0,0
okaiin,qokeo,210,20,0.9344957271412178,0,0,1,0,0
okaiin,ytedy,210,23,0.8802650006130673,0,0,1,0,0
okaiin,ain,210,145,0.9718341327292872,0,0,3,2,0
okaiin,qotal,210,46,0.9598017373717193,0,0,1,0,0
okaiin,dair,210,89,0.9786467390584187,0,0,2,0,0
okaiin,qokor,210,45,0.9567402932248513,0,0,1,0,0
okaiin,chdy,210,244,0.9725697968291156,0,0,3,0,0
okaiin,olkaiin,210,112,0.9693939043593627,0,0,1,5,1
okaiin,okchy,210,33,0.959809661828975,0,1,2,0,0
okaiin,olchedy,210,22,0.9274778616683574,0,0,0,0,0
okaiin,okedy,210,121,0.9821794032555842,0,1,1,0,0
okaiin,otchy,210,36,0.9617637383607684,0,0,2,0,0
okaiin,lkaiin,210,102,0.9853488328618314,1,0,0,5,0
okaiin,qokchedy,210,58,0.9171959037387997,0,0,1,0,0
okaiin,cthdy,210,33,0.9722974152091867,0,0,3,0,0
okaiin,otchey,210,27,0.8883089232807345,0,0,1,0,0
okaiin,oddy,210,26,0.9000457186255512,0,0,2,0,0
okaiin,chy,210,43,0.9587676411778575,0,0,4,0,0
okaiin,char,210,32,0.9077099050349697,0,0,3,0,0
okaiin,cheedy,210,73,0.9698384776216284,0,0,1,0,0
