v101_locus,zl_locus,zl_descriptor,zl_hand,zl_language,distance
f24v.7,f24v.7,+P0,1,A,0.0
f24v.8,f24v.8,+P0,1,A,0.042
f24v.9,f24v.9,+P0,1,A,0.048
f24v.10,f24v.10,+P0,1,A,0.043
f24v.11,f24v.11,+P0,1,A,0.0
f24v.12,f24v.12,+P0,1,A,0.0
f24v.13,f24v.13,+P0,1,A,0.0
f24v.14,f24v.14,+P0,1,A,0.0
f24v.15,f24v.15,+P0,1,A,0.0
f24v.16,f24v.16,+P0,1,A,0.0
f25r.1,f25r.1,@P0,1,A,0.0
f25r.2,f25r.2,+P0,1,A,0.038
f25r.3,f25r.3,+P0,1,A,0.037
f25r.4,f25r.4,+P0,1,A,0.0
f25r.5,f25r.5,+P0,1,A,0.0
f25r.6,f25r.7,=Pt,1,A,0.469
f25v.1,f25v.1,@P0,1,A,0.0
f25v.2,f25v.2,+P0,1,A,0.0
f25v.3,f25v.3,+P0,1,A,0.02
f25v.4,f25v.4,+P0,1,A,0.039
f25v.5,f25v.5,+P0,1,A,0.02
f25v.6,f25v.6,+P0,1,A,0.13
f25v.7,f25v.7,+P0,1,A,0.054
f26r.1,f26r.1,@P0,2,B,0.033
f26r.2,f26r.2,+P0,2,B,0.117
f26r.3,f26r.3,+P0,2,B,0.017
f26r.4,f26r.4,+P0,2,B,0.0
f26r.5,f26r.5,+P0,2,B,0.066
f26r.6,f26r.6,+P0,2,B,0.0
f26r.7,f26r.7,+P0,2,B,0.015
f26r.8,f26r.8,+P0,2,B,0.0
f26r.9,f26r.9,+P0,2,B,0.0
f26r.10,f26r.10,+P0,2,B,0.0
f26v.1,f26v.1,@P0,2,B,0.015
f26v.2,f26v.2,+P0,2,B,0.03
f26v.3,f26v.3,+P0,2,B,0.085
f26v.4,f26v.4,+P0,2,B,0.016
f26v.5,f26v.5,+P0,2,B,0.0
f26v.6,f26v.6,+P0,2,B,0.0
f26v.7,f26v.7,+P0,2,B,0.0
f26v.8,f26v.8,+P0,2,B,0.03
f26v.9,f26v.9,+P0,2,B,0.0
f27r.1,f27r.1,@P0,1,A,0.0
f27r.2,f27r.2,+P0,1,A,0.045
f27r.3,f27r.3,+P0,1,A,0.021
f27r.4,f27r.4,+P0,1,A,0.0
f27r.5,f27r.5,+P0,1,A,0.122
f27r.6,f27r.6,+P0,1,A,0.075
f27r.7,f27r.7,+P0,1,A,0.024
f27r.8,f27r.8,+P0,1,A,0.025
f27r.9,f27r.9,+P0,1,A,0.079
f27r.10,f27r.10,+P0,1,A,0.033
f27r.11,f27r.11,+P0,1,A,0.0
f27r.12,f27r.12,+P0,1,A,0.0
f27r.13,f27r.13,+Pc,1,A,0.0
f27v.1,f27v.1,@P0,1,A,0.055
f27v.2,f27v.2,+P0,1,A,0.0
f27v.3,f27v.3,+P0,1,A,0.059
f27v.4,f27v.4,+P0,1,A,0.043
f27v.5,f27v.5,+P0,1,A,0.091
f27v.6,f27v.6,+P0,1,A,0.114
f27v.7,f27v.7,+P0,1,A,0.026
f27v.8,f27v.8,+P0,1,A,0.0
f28r.1,f28r.1,@P0,1,A,0.039
f28r.2,f28r.2,+P0,1,A,0.0
f28r.3,f28r.3,+P0,1,A,0.0
f28r.4,f28r.4,+P0,1,A,0.0
f28r.5,f28r.5,+P0,1,A,0.021
f28r.6,f28r.6,+P0,1,A,0.021
f28r.7,f28r.7,+P0,1,A,0.0
f28r.8,f28r.8,+P0,1,A,0.0
f28r.9,f28r.9,+P0,1,A,0.0
f28v.1,f28v.1,@P0,1,A,0.02
f28v.2,f28v.2,+P0,1,A,0.019
f28v.3,f28v.3,+P0,1,A,0.0
f28v.4,f28v.4,+P0,1,A,0.0
f28v.5,f28v.5,+P0,1,A,0.019
f28v.6,f28v.6,+Pr,1,A,0.071
f28v.7,f28v.7,*P0,1,A,0.0
f28v.8,f28v.8,+P0,1,A,0.0
f28v.9,f28v.9,+P0,1,A,0.08
f29r.1,f29r.1,@P0,1,A,0.02
f29r.2,f29r.2,+P0,1,A,0.0
f29r.3,f29r.3,+P0,1,A,0.044
f29r.4,f29r.4,+P0,1,A,0.0
f29r.5,f29r.5,+P0,1,A,0.119
f29r.6,f29r.6,+P0,1,A,0.0
f29r.7,f29r.7,+P0,1,A,0.022
f29r.8,f29r.8,+P0,1,A,0.023
f29r.9,f29r.9,+P0,1,A,0.061
f29v.1,f29v.1,@P0,1,A,0.036
f29v.2,f29v.2,+P0,1,A,0.0
f29v.3,f29v.3,+P0,1,A,0.0
f29v.4,f29v.4,+P0,1,A,0.04
f29v.5,f29v.5,+P0,1,A,0.0
f29v.6,f29v.6,+P0,1,A,0.0
f29v.7,f29v.7,+P0,1,A,0.0
f29v.8,f29v.8,+P0,1,A,0.021
f29v.9,f29v.9,+P0,1,A,0.024
f29v.10,f29v.10,+P0,1,A,0.029
f29v.11,f29v.11,+P0,1,A,0.061
f29v.12,f29v.12,+P0,1,A,0.05
f30r.1,f30r.1,@P0,1,A,0.094
f30r.2,f30r.2,+P0,1,A,0.018
f30r.3,f30r.3,+P0,1,A,0.038
f30r.4,f30r.4,+P0,1,A,0.047
f30r.5,f30r.5,+P0,1,A,0.0
f30r.6,f30r.6,+P0,1,A,0.0
f30r.7,f30r.7,+P0,1,A,0.0
f30r.8,f30r.8,+P0,1,A,0.0
f30r.9,f30r.9,+P0,1,A,0.0
f30r.10,f30r.10,+P0,1,A,0.0
f30r.11,f30r.11,+P0,1,A,0.038
f30r.12,f30r.12,+P0,1,A,0.0
f30r.13,f30r.13,+P0,1,A,0.065
f30v.1,f30v.1,@P0,1,A,0.164
f30v.2,f30v.2,+P0,1,A,0.0
f30v.3,f30v.3,+P0,1,A,0.019
f30v.4,f30v.4,+P0,1,A,0.0
f30v.5,f30v.5,+P0,1,A,0.034
f30v.6,f30v.6,+P0,1,A,0.097
f30v.7,f30v.7,+P0,1,A,0.065
f30v.8,f30v.8,+P0,1,A,0.0
f30v.9,f30v.9,+P0,1,A,0.0
f30v.10,f30v.10,+P0,1,A,0.038
f30v.11,f30v.11,+P0,1,A,0.038
f31r.1,f31r.1,@P0,2,B,0.149
f31r.2,f31r.2,+P0,2,B,0.0
f31r.3,f31r.3,+P0,2,B,0.104
f31r.4,f31r.4,+P0,2,B,0.0
f31r.5,f31r.5,+P0,2,B,0.05
f31r.6,f31r.6,+P0,2,B,0.085
f31r.7,f31r.7,+P0,2,B,0.019
f31r.8,f31r.8,+P0,2,B,0.0
f31r.9,f31r.9,+P0,2,B,0.0
f31r.10,f31r.10,+P0,2,B,0.0
f31r.11,f31r.11,+P0,2,B,0.0
f31r.12,f31r.12,+P0,2,B,0.026
f31r.13,f31r.13,+P0,2,B,0.031
f31r.14,f31r.14,+P0,2,B,0.037
f31r.15,f31r.15,+P0,2,B,0.036
f31r.16,f31r.16,+Pc,2,B,0.0
f31v.1,f31v.1,@P0,2,B,0.032
f31v.2,f31v.2,+P0,2,B,0.0
f31v.3,f31v.3,+P0,2,B,0.032
f31v.4,f31v.4,+P0,2,B,0.0
f31v.5,f31v.5,+P0,2,B,0.0
f31v.6,f31v.6,+P0,2,B,0.0
f31v.7,f31v.7,+P0,2,B,0.015
f31v.8,f31v.8,+P0,2,B,0.03
f31v.9,f31v.9,+P0,2,B,0.015
f31v.10,f31v.10,+P0,2,B,0.016
f31v.11,f31v.11,+P0,2,B,0.022
f32r.1,f32r.1,@P0,1,A,0.0
f32r.2,f32r.2,+P0,1,A,0.0
f32r.3,f32r.3,+P0,1,A,0.0
f32r.4,f32r.4,+P0,1,A,0.028
f32r.5,f32r.5,+P0,1,A,0.0
f32r.6,f32r.6,+P0,1,A,0.0
f32r.7,f32r.7,+P0,1,A,0.0
f32r.8,f32r.8,+P0,1,A,0.0
f32r.9,f32r.9,+P0,1,A,0.0
f32r.10,f32r.10,+P0,1,A,0.062
f32r.11,f32r.11,+P0,1,A,0.0
f32r.12,f32r.12,+P0,1,A,0.294
f32r.13,f32r.13,+P0,1,A,0.04
f32r.14,f32r.14,+P0,1,A,0.04
f32r.15,f32r.15,+P0,1,A,0.0
f32r.16,f32r.16,+P0,1,A,0.0
f32r.17,f32r.17,+P0,1,A,0.0
f32r.18,f32r.18,+P0,1,A,0.0
f32r.19,f32r.19,+P0,1,A,0.077
f32v.1,f32v.1,@P0,1,A,0.04
f32v.2,f32v.2,+P0,1,A,0.044
f32v.3,f32v.3,+P0,1,A,0.022
f32v.4,f32v.4,+P0,1,A,0.021
f32v.5,f32v.5,+P0,1,A,0.043
f32v.6,f32v.6,+P0,1,A,0.04
f32v.7,f32v.7,+P0,1,A,0.02
f32v.8,f32v.8,+P0,1,A,0.02
f32v.9,f32v.9,+P0,1,A,0.0
f32v.10,f32v.10,+P0,1,A,0.023
f32v.11,f32v.11,+P0,1,A,0.0
f33r.1,f33r.1,@P0,2,B,0.015
f33r.2,f33r.2,+P0,2,B,0.016
f33r.3,f33r.3,+P0,2,B,0.029
f33r.4,f33r.4,+P0,2,B,0.0
f33r.5,f33r.5,+P0,2,B,0.015
f33r.6,f33r.6,+P0,2,B,0.019
f33r.7,f33r.7,+P0,2,B,0.0
f33v.1,f33v.1,@P0,2,B,0.109
f33v.2,f33v.2,+P0,2,B,0.022
f33v.3,f33v.3,+P0,2,B,0.021
f33v.4,f33v.4,+P0,2,B,0.056
f33v.5,f33v.5,+P0,2,B,0.016
f33v.6,f33v.6,+P0,2,B,0.0
f33v.7,f33v.7,+P0,2,B,0.0
f33v.8,f33v.8,+P0,2,B,0.045
f33v.9,f33v.9,+P0,2,B,0.0
f33v.10,f33v.10,+P0,2,B,0.0
f33v.11,f33v.11,+P0,2,B,0.0
f34r.1,f34r.1,@P0,2,B,0.0
f34r.2,f34r.2,+P0,2,B,0.019
f34r.3,f34r.3,+P0,2,B,0.0
f34r.4,f34r.4,+P0,2,B,0.017
f34r.5,f34r.5,+P0,2,B,0.036
f34r.6,f34r.6,+P0,2,B,0.073
f34r.7,f34r.7,+P0,2,B,0.058
f34r.8,f34r.8,+P0,2,B,0.065
f34r.9,f34r.9,+P0,2,B,0.056
f34r.10,f34r.10,+P0,2,B,0.083
f34r.11,f34r.11,+P0,2,B,0.0
f34r.12,f34r.12,+P0,2,B,0.0
f34r.13,f34r.13,+P0,2,B,0.0
f34r.14,f34r.14,+P0,2,B,0.017
f34r.15,f34r.15,+P0,2,B,0.0
f34v.1,f34v.1,@P0,2,B,0.014
f34v.2,f34v.2,+P0,2,B,0.0
f34v.3,f34v.3,+P0,2,B,0.043
f34v.4,f34v.4,+P0,2,B,0.0
f34v.5,f34v.5,+P0,2,B,0.015
f34v.6,f34v.6,+P0,2,B,0.0
f34v.7,f34v.7,+P0,2,B,0.014
f34v.8,f34v.8,+P0,2,B,0.017
f34v.9,f34v.9,+P0,2,B,0.0
f34v.10,f34v.10,+P0,2,B,0.015
f34v.11,f34v.11,+P0,2,B,0.0
f35r.1,f35r.1,@P0,1,A,0.25
f35r.2,f35r.2,+P0,1,A,0.0
f35r.3,f35r.3,+P0,1,A,0.0
f35r.4,f35r.4,+P0,1,A,0.0
f35r.5,f35r.5,+P0,1,A,0.1
f35r.6,f35r.6,+P0,1,A,0.0
f35r.7,f35r.7,+P0,1,A,0.0
f35r.8,f35r.8,+P0,1,A,0.048
f35r.9,f35r.9,+P0,1,A,0.0
f35r.10,f35r.10,+P0,1,A,0.0
f35r.11,f35r.11,+P0,1,A,0.075
f35r.12,f35r.12,+P0,1,A,0.02
f35r.13,f35r.13,+P0,1,A,0.0
f35r.14,f35r.14,+P0,1,A,0.0
f35r.15,f35r.15,+P0,1,A,0.074
f35v.1,f35v.1,@P0,1,A,0.04
f35v.2,f35v.2,+P0,1,A,0.083
f35v.3,f35v.3,+P0,1,A,0.0
f35v.4,f35v.4,+P0,1,A,0.043
f35v.5,f35v.5,+P0,1,A,0.0
f35v.6,f35v.6,+P0,1,A,0.0
f35v.7,f35v.7,+P0,1,A,0.094
f35v.8,f35v.8,+P0,1,A,0.0
f35v.9,f35v.9,+P0,1,A,0.074
f35v.10,f35v.10,+P0,1,A,0.048
f35v.11,f35v.11,+P0,1,A,0.0
f35v.12,f35v.12,+P0,1,A,0.111
f35v.13,f35v.13,+P0,1,A,0.0
f35v.14,f35v.14,+P0,1,A,0.0
f35v.15,f35v.15,+P0,1,A,0.05
f35v.16,f35v.16,+P0,1,A,0.0
f35v.17,f35v.17,+P0,1,A,0.0
f35v.18,f35v.18,+P0,1,A,0.042
f35v.19,f35v.19,+P0,1,A,0.0
f35v.20,f35v.20,+P0,1,A,0.0
f35v.21,f35v.21,+P0,1,A,0.0
f36r.1,f36r.1,@P0,1,A,0.089
f36r.2,f36r.2,+P0,1,A,0.0
f36r.3,f36r.3,+P0,1,A,0.143
f36r.4,f36r.4,+P0,1,A,0.043
f36r.5,f36r.5,+P0,1,A,0.0
f36r.6,f36r.6,+P0,1,A,0.029
f36r.7,f36r.7,+P0,1,A,0.0
f36r.8,f36r.8,+P0,1,A,0.0
f36r.9,f36r.9,+P0,1,A,0.0
f36v.1,f36v.1,@P0,1,A,0.069
f36v.2,f36v.2,+P0,1,A,0.036
f36v.3,f36v.3,+P0,1,A,0.0
f36v.4,f36v.4,+P0,1,A,0.033
f36v.5,f36v.5,+P1,1,A,0.0
f36v.6,f36v.6,+P1,1,A,0.0
f36v.7,f36v.7,+P1,1,A,0.069
f36v.8,f36v.8,+P1,1,A,0.038
f36v.9,f36v.9,+P1,1,A,0.043
f36v.10,f36v.10,+P1,1,A,0.0
f36v.11,f36v.11,+P1,1,A,0.0
f36v.12,f36v.12,+P1,1,A,0.0
f36v.13,f36v.13,+P1,1,A,0.0
f36v.14,f36v.14,+P1,1,A,0.0
f37r.1,f37r.1,@P0,1,A,0.0
f37r.2,f37r.2,+P0,1,A,0.019
f37r.3,f37r.3,+P0,1,A,0.028
f37r.4,f37r.4,+P0,1,A,0.0
f37r.5,f37r.5,+P0,1,A,0.0
f37r.6,f37r.6,+P0,1,A,0.026
f37r.7,f37r.7,+P0,1,A,0.04
f37r.8,f37r.8,+P0,1,A,0.102
f37r.9,f37r.9,+P0,1,A,0.0
f37r.10,f37r.10,+P0,1,A,0.019
f37r.11,f37r.11,+P0,1,A,0.0
f37v.1,f37v.1,@P0,1,A,0.029
f37v.2,f37v.2,+P0,1,A,0.032
f37v.3,f37v.3,+P0,1,A,0.04
f37v.4,f37v.4,+P0,1,A,0.0
f37v.5,f37v.5,+P0,1,A,0.0
f37v.6,f37v.6,+P0,1,A,0.043
f37v.7,f37v.7,+P0,1,A,0.0
f37v.8,f37v.8,+P0,1,A,0.0
f37v.9,f37v.9,+P0,1,A,0.0
f37v.10,f37v.10,+P0,1,A,0.074
f37v.11,f37v.11,+P0,1,A,0.0
f37v.12,f37v.12,+P0,1,A,0.038
f37v.13,f37v.13,+P0,1,A,0.0
f37v.14,f37v.14,+P0,1,A,0.0
f37v.15,f37v.15,+P0,1,A,0.042
f37v.16,f37v.16,+P0,1,A,0.0
f37v.17,f37v.17,+P0,1,A,0.042
f37v.18,f37v.18,+P0,1,A,0.087
f37v.19,f37v.19,+P0,1,A,0.083
f37v.20,f37v.20,+P0,1,A,0.217
f37v.21,f37v.21,+P0,1,A,0.0
f37v.22,f37v.22,+P0,1,A,0.048
f37v.23,f37v.23,+P0,1,A,0.0
f38r.1,f38r.1,@P0,1,A,0.0
f38r.2,f38r.2,+P0,1,A,0.025
f38r.3,f38r.3,+P0,1,A,0.0
f38r.4,f38r.4,+P0,1,A,0.0
f38r.5,f38r.5,+P0,1,A,0.026
f38r.6,f38r.6,+P0,1,A,0.0
f38v.1,f38v.1,@P0,1,A,0.043
f38v.2,f38v.2,+P0,1,A,0.041
f38v.3,f38v.3,+P0,1,A,0.042
f38v.4,f38v.4,+P0,1,A,0.0
f38v.5,f38v.5,+P0,1,A,0.025
f38v.6,f38v.6,+P0,1,A,0.0
f38v.7,f38v.7,+P0,1,A,0.114
f38v.8,f38v.8,+P0,1,A,0.0
f39r.1,f39r.1,@P0,2,B,0.042
f39r.2,f39r.2,+P0,2,B,0.029
f39r.3,f39r.3,+P0,2,B,0.043
f39r.4,f39r.4,+P0,2,B,0.03
f39r.5,f39r.5,+P0,2,B,0.0
f39r.6,f39r.6,+P0,2,B,0.014
f39r.7,f39r.7,+P0,2,B,0.0
f39r.8,f39r.8,+P0,2,B,0.045
f39r.9,f39r.9,+P0,2,B,0.0
f39r.10,f39r.10,+P0,2,B,0.034
f39r.11,f39r.11,+P0,2,B,0.016
f39r.12,f39r.12,+P0,2,B,0.034
f39r.13,f39r.13,+P0,2,B,0.0
f39r.14,f39r.14,+P0,2,B,0.0
f39r.15,f39r.15,+P0,2,B,0.052
f39r.16,f39r.16,+Pc,2,B,0.0
f39v.1,f39v.1,@P0,2,B,0.0
f39v.2,f39v.2,+P0,2,B,0.016
f39v.3,f39v.3,+P0,2,B,0.046
f39v.4,f39v.4,+P0,2,B,0.029
f39v.5,f39v.5,+P0,2,B,0.03
f39v.6,f39v.6,+P0,2,B,0.039
f39v.7,f39v.7,+P0,2,B,0.0
f39v.8,f39v.8,+P0,2,B,0.0
f39v.9,f39v.9,+P0,2,B,0.0
f39v.10,f39v.10,+P0,2,B,0.019
f39v.11,f39v.11,+P0,2,B,0.0
f39v.12,f39v.12,+P0,2,B,0.0
f39v.13,f39v.13,+P0,2,B,0.0
f39v.14,f39v.14,+P0,2,B,0.0
f40r.1,f40r.1,@P0,2,B,0.017
f40r.2,f40r.2,+P0,2,B,0.035
f40r.3,f40r.3,+P0,2,B,0.018
f40r.4,f40r.4,+P0,2,B,0.02
f40r.5,f40r.5,+P0,2,B,0.02
f40r.6,f40r.6,+P0,2,B,0.118
f40r.7,f40r.7,+P0,2,B,0.0
f40r.8,f40r.8,+P0,2,B,0.074
f40r.9,f40r.9,+P0,2,B,0.0
f40r.10,f40r.10,+P0,2,B,0.13
f40r.11,f40r.11,+P0,2,B,0.0
f40v.1,f40v.1,@P0,2,B,0.0
f40v.2,f40v.2,+P0,2,B,0.048
f40v.3,f40v.3,+P0,2,B,0.0
f40v.4,f40v.4,+P0,2,B,0.048
f40v.5,f40v.5,+P0,2,B,0.0
f40v.6,f40v.6,+P0,2,B,0.04
f40v.7,f40v.7,+P0,2,B,0.0
f40v.8,f40v.8,+P0,2,B,0.04
f40v.9,f40v.9,+P0,2,B,0.083
f40v.10,f40v.10,+P0,2,B,0.0
f40v.11,f40v.11,+P0,2,B,0.033
f40v.12,f40v.12,+P0,2,B,0.0
f40v.13,f40v.13,+P0,2,B,0.0
f40v.14,f40v.14,+P0,2,B,0.039
f40v.15,f40v.15,+P0,2,B,0.042
f40v.16,f40v.16,+P0,2,B,0.022
f40v.17,f40v.17,+P0,2,B,0.042
f40v.18,f40v.18,+P0,2,B,0.042
f40v.19,f40v.19,+Pc,2,B,0.038
f41r.1,f41r.1,@P0,5,B,0.117
f41r.2,f41r.2,+P0,5,B,0.063
f41r.3,f41r.3,+P0,5,B,0.052
f41r.4,f41r.4,+P0,5,B,0.032
f41r.5,f41r.5,+P0,5,B,0.06
f41r.6,f41r.6,+P0,5,B,0.031
f41r.7,f41r.7,+P0,5,B,0.033
f41r.8,f41r.8,+P0,5,B,0.049
f41r.9,f41r.9,+P0,5,B,0.031
f41r.10,f41r.10,+P0,5,B,0.018
f41r.11,f41r.11,+P0,5,B,0.0
f41v.1,f41v.1,@Lp,5,B,0.25
f41v.2,f41v.2,+P0,5,B,0.0
f41v.3,f41v.3,+P0,5,B,0.014
f41v.4,f41v.4,+P0,5,B,0.0
f41v.5,f41v.5,+P0,5,B,0.048
f41v.6,f41v.6,+P0,5,B,0.019
f41v.7,f41v.7,+P0,5,B,0.02
f41v.8,f41v.8,+P0,5,B,0.033
f42r.1,f42r.1,@P0,1,A,0.267
f42r.2,f42r.2,+P0,1,A,0.028
f42r.3,f42r.3,+P0,1,A,0.0
f42r.4,f42r.4,+P0,1,A,0.0
f42r.5,f42r.5,+P0,1,A,0.065
f42r.6,f42r.6,+Pc,1,A,0.091
f42r.7,f42r.7,+P0,1,A,0.0
f42r.8,f42r.8,+P0,1,A,0.026
f42r.9,f42r.9,+P0,1,A,0.103
f42r.10,f42r.10,+P0,1,A,0.021
f42r.11,f42r.11,+P0,1,A,0.0
f42r.12,f42r.12,+P0,1,A,0.087
f42r.13,f42r.13,+P0,1,A,0.0
f42r.14,f42r.14,+P0,1,A,0.0
f42r.15,f42r.15,+Pr,1,A,0.0
f42r.16,f42r.16,+P0,1,A,0.0
f42r.17,f42r.17,+P0,1,A,0.025
f42r.18,f42r.18,+P0,1,A,0.0
f42r.19,f42r.19,+P0,1,A,0.195
f42r.20,f42r.20,+P0,1,A,0.0
f42r.21,f42r.21,+P0,1,A,0.086
f42r.22,f42r.22,+P0,1,A,0.057
f42r.23,f42r.23,+Pr,1,A,0.0
f42v.1,f42v.1,@P0,1,A,0.196
f42v.2,f42v.2,+P0,1,A,0.127
f42v.3,f42v.3,+P0,1,A,0.021
f42v.4,f42v.4,+P0,1,A,0.095
f42v.5,f42v.5,+P0,1,A,0.0
f42v.6,f42v.6,+P0,1,A,0.077
f42v.7,f42v.7,+P0,1,A,0.031
f42v.8,f42v.8,+P0,1,A,0.0
f42v.9,f42v.9,+P0,1,A,0.0
f42v.10,f42v.10,+P0,1,A,0.0
f42v.11,f42v.11,+P0,1,A,0.02
f42v.12,f42v.12,+P0,1,A,0.0
f42v.13,f42v.13,+P0,1,A,0.042
f42v.14,f42v.14,+P0,1,A,0.091
f42v.15,f42v.15,+P0,1,A,0.407
f43r.1,f43r.1,@P0,2,B,0.043
f43r.2,f43r.2,+P0,2,B,0.015
f43r.3,f43r.3,+P0,2,B,0.059
f43r.4,f43r.4,+P0,2,B,0.06
f43r.5,f43r.5,+P0,2,B,0.015
f43r.6,f43r.6,+P0,2,B,0.0
f43r.7,f43r.7,+P0,2,B,0.027
f43r.8,f43r.8,+P0,2,B,0.0
f43r.9,f43r.9,+P0,2,B,0.0
f43r.10,f43r.10,+P0,2,B,0.014
f43r.11,f43r.11,+P0,2,B,0.027
f43r.12,f43r.12,+P0,2,B,0.013
f43r.13,f43r.13,+P0,2,B,0.052
f43r.14,f43r.14,+P0,2,B,0.061
f43v.1,f43v.1,@P0,2,B,0.047
f43v.2,f43v.2,+P0,2,B,0.015
f43v.3,f43v.3,+P0,2,B,0.016
f43v.4,f43v.4,+P0,2,B,0.05
f43v.5,f43v.5,+P0,2,B,0.026
f43v.6,f43v.6,+P0,2,B,0.048
f43v.7,f43v.7,+P0,2,B,0.0
f43v.8,f43v.8,+P0,2,B,0.0
f43v.9,f43v.9,+P0,2,B,0.0
f43v.10,f43v.10,+P0,2,B,0.0
f43v.11,f43v.11,+P0,2,B,0.0
f43v.12,f43v.12,+P0,2,B,0.031
f43v.13,f43v.13,+P0,2,B,0.016
f43v.14,f43v.14,+P0,2,B,0.016
f43v.15,f43v.15,+P0,2,B,0.019
f43v.16,f43v.16,+P0,2,B,0.0
f44r.1,f44r.1,@P0,1,A,0.023
f44r.2,f44r.2,+P0,1,A,0.0
f44r.3,f44r.3,+P0,1,A,0.07
f44r.4,f44r.4,+P0,1,A,0.034
f44r.5,f44r.5,+P0,1,A,0.022
f44r.6,f44r.6,+P0,1,A,0.12
f44r.7,f44r.7,+P0,1,A,0.094
f44r.8,f44r.8,+P0,1,A,0.0
f44r.9,f44r.9,+P0,1,A,0.0
f44r.10,f44r.10,+P0,1,A,0.023
f44r.11,f44r.11,+P0,1,A,0.0
f44v.1,f44v.1,@P0,1,A,0.019
f44v.2,f44v.2,+P0,1,A,0.0
f44v.3,f44v.3,+P0,1,A,0.026
f44v.4,f44v.4,+P0,1,A,0.0
f44v.5,f44v.5,+P0,1,A,0.018
f44v.6,f44v.6,+P0,1,A,0.019
f44v.7,f44v.7,+P0,1,A,0.031
f44v.8,f44v.8,+P0,1,A,0.109
f44v.9,f44v.9,+P0,1,A,0.026
f44v.10,f44v.10,+P0,1,A,0.0
f44v.11,f44v.11,+P0,1,A,0.027
f44v.12,f44v.12,+P0,1,A,0.0
f44v.13,f44v.13,+P0,1,A,0.062
f45r.1,f45r.1,@P0,1,A,0.056
f45r.2,f45r.2,+P0,1,A,0.019
f45r.3,f45r.3,+P0,1,A,0.0
f45r.4,f45r.4,+P0,1,A,0.036
f45r.5,f45r.5,+P0,1,A,0.019
f45r.6,f45r.6,+P0,1,A,0.0
f45r.7,f45r.7,+P0,1,A,0.05
f45r.8,f45r.8,+P0,1,A,0.148
f45r.9,f45r.9,+P0,1,A,0.118
f45r.10,f45r.10,+P0,1,A,0.0
f45r.11,f45r.11,+P0,1,A,0.0
f45v.1,f45v.1,@P0,1,A,0.034
f45v.2,f45v.2,+P0,1,A,0.0
f45v.3,f45v.3,+P0,1,A,0.02
f45v.4,f45v.4,+P0,1,A,0.0
f45v.5,f45v.5,+P0,1,A,0.041
f45v.6,f45v.6,+P0,1,A,0.024
f45v.7,f45v.7,+P0,1,A,0.062
f45v.8,f45v.8,+P0,1,A,0.0
f45v.9,f45v.9,+P0,1,A,0.029
f45v.10,f45v.10,+P0,1,A,0.0
f45v.11,f45v.11,+P0,1,A,0.0
f46r.1,f46r.1,@P0,2,B,0.013
f46r.2,f46r.2,+P0,2,B,0.013
f46r.3,f46r.3,+P0,2,B,0.056
f46r.4,f46r.4,+P0,2,B,0.014
f46r.5,f46r.5,+P0,2,B,0.016
f46r.6,f46r.6,+P0,2,B,0.013
f46r.7,f46r.7,+P0,2,B,0.014
f46r.8,f46r.8,+P0,2,B,0.018
f46r.9,f46r.9,+P0,2,B,0.027
f46r.10,f46r.10,+P0,2,B,0.02
f46r.11,f46r.11,+P0,2,B,0.128
f46r.12,f46r.12,+P0,2,B,0.0
f46r.13,f46r.13,+P0,2,B,0.025
f46r.14,f46r.14,+P0,2,B,0.038
f46r.15,f46r.15,+P0,2,B,0.091
f46v.1,f46v.1,@P0,2,B,0.04
f46v.2,f46v.2,+P0,2,B,0.026
f46v.3,f46v.3,+P0,2,B,0.014
f46v.4,f46v.4,+P0,2,B,0.026
f46v.5,f46v.5,+P0,2,B,0.0
f46v.6,f46v.6,+P0,2,B,0.027
f46v.7,f46v.7,+P0,2,B,0.5
f46v.8,f46v.9,+P1,2,B,0.03
f46v.9,f46v.10,+P1,2,B,0.031
f46v.10,f46v.11,+P1,2,B,0.0
f46v.11,f46v.12,+P1,2,B,0.0
f46v.12,f46v.13,+P1,2,B,0.0
f47r.1,f47r.1,@P0,1,A,0.132
f47r.2,f47r.2,+P0,1,A,0.0
f47r.3,f47r.3,+P0,1,A,0.0
f47r.4,f47r.4,+P0,1,A,0.0
f47r.5,f47r.5,+P0,1,A,0.053
f47r.6,f47r.6,+P0,1,A,0.0
f47r.7,f47r.7,+P0,1,A,0.098
f47r.8,f47r.8,+P0,1,A,0.204
f47r.9,f47r.9,+P0,1,A,0.022
f47r.10,f47r.10,+P0,1,A,0.0
f47r.11,f47r.11,+P0,1,A,0.0
f47v.1,f47v.1,@P0,1,A,0.0
f47v.2,f47v.2,+P0,1,A,0.0
f47v.3,f47v.3,+P0,1,A,0.0
f47v.4,f47v.4,+P0,1,A,0.0
f47v.5,f47v.5,+P0,1,A,0.0
f47v.6,f47v.6,+P0,1,A,0.0
f47v.7,f47v.7,+P0,1,A,0.0
f47v.8,f47v.8,+P0,1,A,0.0
f47v.9,f47v.9,+P0,1,A,0.0
f47v.10,f47v.10,+P0,1,A,0.0
f47v.11,f47v.11,+P0,1,A,0.0
f47v.12,f47v.12,+P0,1,A,0.0
f47v.13,f47v.13,+P0,1,A,0.026
f47v.14,f47v.14,+P0,1,A,0.0
f48r.1,f48r.1,@P0,5,B,0.066
f48r.2,f48r.2,+P0,5,B,0.0
