v101_locus,zl_locus,zl_descriptor,zl_hand,zl_language,distance
f76v.22,f76v.22,+P0,2,B,0.0
f76v.23,f76v.23,+P0,2,B,0.045
f76v.24,f76v.24,+P0,2,B,0.0
f76v.25,f76v.25,+P0,2,B,0.031
f76v.26,f76v.26,+P0,2,B,0.016
f76v.27,f76v.27,+P0,2,B,0.053
f76v.28,f76v.28,+P0,2,B,0.034
f76v.29,f76v.29,+P0,2,B,0.03
f76v.30,f76v.30,+P0,2,B,0.0
f76v.31,f76v.31,+P0,2,B,0.016
f76v.32,f76v.32,+P0,2,B,0.0
f76v.33,f76v.33,+P0,2,B,0.0
f76v.34,f76v.34,+P0,2,B,0.017
f76v.35,f76v.35,+P0,2,B,0.016
f76v.36,f76v.36,+P0,2,B,0.0
f76v.37,f76v.37,+P0,2,B,0.048
f76v.38,f76v.38,+P0,2,B,0.016
f76v.39,f76v.39,+P0,2,B,0.017
f76v.40,f76v.40,+P0,2,B,0.017
f76v.41,f76v.41,+P0,2,B,0.0
f77r.1,f77r.9,@P0,2,B,0.016
f77r.2,f77r.10,+P0,2,B,0.017
f77r.3,f77r.11,+P0,2,B,0.0
f77r.4,f77r.12,+P0,2,B,0.063
f77r.5,f77r.13,+P0,2,B,0.016
f77r.6,f77r.14,+P0,2,B,0.017
f77r.7,f77r.15,+P0,2,B,0.0
f77r.8,f77r.16,+P0,2,B,0.0
f77r.9,f77r.17,+P0,2,B,0.017
f77r.10,f77r.18,+P0,2,B,0.016
f77r.11,f77r.19,+P0,2,B,0.0
f77r.12,f77r.20,+P0,2,B,0.0
f77r.13,f77r.21,+P0,2,B,0.0
f77r.14,f77r.22,+P0,2,B,0.0
f77r.15,f77r.23,+P0,2,B,0.0
f77r.16,f77r.24,+P0,2,B,0.024
f77r.17,f77r.25,+P0,2,B,0.022
f77r.18,f77r.26,+P0,2,B,0.0
f77r.19,f77r.27,+P0,2,B,0.0
f77r.20,f77r.28,+P0,2,B,0.0
f77r.21,f77r.29,+P0,2,B,0.0
f77r.22,f77r.30,+P0,2,B,0.049
f77r.23,f77r.31,+P0,2,B,0.0
f77r.24,f77r.32,+P0,2,B,0.022
f77r.25,f77r.33,+P0,2,B,0.0
f77r.26,f77r.34,+P0,2,B,0.0
f77r.27,f77r.35,+P0,2,B,0.017
f77r.28,f77r.36,+P0,2,B,0.018
f77r.29,f77r.37,+P0,2,B,0.0
f77r.30,f77r.38,+P0,2,B,0.0
f77r.31,f77r.39,+P0,2,B,0.0
f77r.32,f77r.40,+P0,2,B,0.0
f77r.33,f77r.41,+P0,2,B,0.043
f77r.34,f77r.42,+P0,2,B,0.021
f77r.35,f77r.43,+P0,2,B,0.022
f77r.36,f77r.44,+P0,2,B,0.022
f77r.37,f77r.45,+P0,2,B,0.041
f77r.38,f77r.46,+P0,2,B,0.044
f77r.39,f77r.47,+P0,2,B,0.0
f77r.40,f77r.48,+P0,2,B,0.0
f77v.1,f77v.6,@P0,2,B,0.0
f77v.2,f77v.7,+P0,2,B,0.043
f77v.3,f77v.8,+P0,2,B,0.0
f77v.4,f77v.9,+P0,2,B,0.015
f77v.5,f77v.10,+P0,2,B,0.031
f77v.6,f77v.11,+P0,2,B,0.015
f77v.7,f77v.12,+P0,2,B,0.0
f77v.8,f77v.13,+P0,2,B,0.0
f77v.9,f77v.14,+P0,2,B,0.031
f77v.10,f77v.15,+P0,2,B,0.0
f77v.11,f77v.16,+P0,2,B,0.02
f77v.12,f77v.17,+P0,2,B,0.0
f77v.13,f77v.18,+P0,2,B,0.0
f77v.14,f77v.19,+P0,2,B,0.024
f77v.15,f77v.20,+P0,2,B,0.026
f77v.16,f77v.21,+P0,2,B,0.087
f77v.17,f77v.22,+P0,2,B,0.0
f77v.18,f77v.23,+P0,2,B,0.04
f77v.19,f77v.24,+P0,2,B,0.02
f77v.20,f77v.25,+P0,2,B,0.0
f77v.21,f77v.26,+P0,2,B,0.018
f77v.22,f77v.27,+P0,2,B,0.018
f77v.23,f77v.28,+P0,2,B,0.028
f77v.24,f77v.29,+P0,2,B,0.068
f77v.25,f77v.30,+P0,2,B,0.0
f77v.26,f77v.31,+P0,2,B,0.0
f77v.27,f77v.32,+P0,2,B,0.02
f77v.28,f77v.33,+P0,2,B,0.039
f77v.29,f77v.34,+P0,2,B,0.038
f77v.30,f77v.35,+P0,2,B,0.0
f77v.31,f77v.36,+P0,2,B,0.036
f77v.32,f77v.37,+P0,2,B,0.053
f77v.33,f77v.38,+P0,2,B,0.0
f77v.34,f77v.39,+P0,2,B,0.036
f77v.35,f77v.40,+P0,2,B,0.068
f77v.36,f77v.41,+P0,2,B,0.048
f77v.37,f77v.42,+P0,2,B,0.047
f78r.1,f78r.3,@P0,2,B,0.0
f78r.2,f78r.4,+P0,2,B,0.0
f78r.3,f78r.5,+P0,2,B,0.0
f78r.4,f78r.6,+P0,2,B,0.02
f78r.5,f78r.7,+P0,2,B,0.113
f78r.6,f78r.8,+P0,2,B,0.0
f78r.7,f78r.9,+P0,2,B,0.0
f78r.8,f78r.10,+P0,2,B,0.02
f78r.9,f78r.11,+P0,2,B,0.0
f78r.10,f78r.12,+P0,2,B,0.0
f78r.11,f78r.13,+P0,2,B,0.02
f78r.12,f78r.14,+P0,2,B,0.02
f78r.13,f78r.15,+P0,2,B,0.02
f78r.14,f78r.16,+P0,2,B,0.033
f78r.15,f78r.17,+P0,2,B,0.091
f78r.16,f78r.18,+P0,2,B,0.034
f78r.17,f78r.19,+P0,2,B,0.034
f78r.18,f78r.20,+P0,2,B,0.037
f78r.19,f78r.21,+P0,2,B,0.0
f78r.20,f78r.22,+P0,2,B,0.0
f78r.21,f78r.23,+P0,2,B,0.094
f78r.22,f78r.24,+P0,2,B,0.031
f78r.23,f78r.25,+P0,2,B,0.061
f78r.24,f78r.26,+P0,2,B,0.054
f78r.25,f78r.27,+P0,2,B,0.083
f78r.26,f78r.28,+P0,2,B,0.085
f78r.27,f78r.29,+P0,2,B,0.019
f78r.28,f78r.30,+P0,2,B,0.053
f78r.29,f78r.31,+P0,2,B,0.0
f78r.30,f78r.32,+P0,2,B,0.019
f78r.31,f78r.33,+P0,2,B,0.056
f78r.32,f78r.34,+P0,2,B,0.019
f78r.33,f78r.35,+P0,2,B,0.0
f78r.34,f78r.36,+P0,2,B,0.021
f78r.35,f78r.37,+P0,2,B,0.036
f78r.36,f78r.38,+P0,2,B,0.033
f78r.37,f78r.39,+P0,2,B,0.069
f78r.38,f78r.40,+P0,2,B,0.182
f78r.39,f78r.41,+P0,2,B,0.103
f78r.40,f78r.42,+P0,2,B,0.0
f78r.41,f78r.43,+P0,2,B,0.115
f78v.1,f78v.1,@P0,2,B,0.082
f78v.2,f78v.2,+P0,2,B,0.017
f78v.3,f78v.3,+P0,2,B,0.035
f78v.4,f78v.4,+P0,2,B,0.018
f78v.5,f78v.5,+P0,2,B,0.017
f78v.6,f78v.6,+P0,2,B,0.055
f78v.7,f78v.7,+P0,2,B,0.04
f78v.8,f78v.8,+P0,2,B,0.0
f78v.9,f78v.9,+P0,2,B,0.054
f78v.10,f78v.10,+P0,2,B,0.091
f78v.11,f78v.11,+P0,2,B,0.0
f78v.12,f78v.12,+P0,2,B,0.0
f78v.13,f78v.13,+P0,2,B,0.04
f78v.14,f78v.14,+P0,2,B,0.02
f78v.15,f78v.15,+P0,2,B,0.019
f78v.16,f78v.16,+P0,2,B,0.0
f78v.17,f78v.17,+P0,2,B,0.04
f78v.18,f78v.18,+P0,2,B,0.038
f78v.19,f78v.19,+P0,2,B,0.024
f78v.20,f78v.20,+P0,2,B,0.055
f78v.21,f78v.21,+P0,2,B,0.02
f78v.22,f78v.22,+P0,2,B,0.0
f78v.23,f78v.23,+P0,2,B,0.0
f78v.24,f78v.24,+P0,2,B,0.0
f78v.25,f78v.25,+P0,2,B,0.0
f78v.26,f78v.26,+P0,2,B,0.02
f78v.27,f78v.27,+P0,2,B,0.02
f78v.28,f78v.28,+P0,2,B,0.0
f78v.29,f78v.29,+P0,2,B,0.0
f78v.30,f78v.30,+P0,2,B,0.02
f78v.31,f78v.31,+P0,2,B,0.02
f78v.32,f78v.32,+P0,2,B,0.0
f79r.1,f79r.1,@P0,2,B,0.018
f79r.2,f79r.2,+P0,2,B,0.067
f79r.3,f79r.3,+P0,2,B,0.047
f79r.4,f79r.4,+P0,2,B,0.031
f79r.5,f79r.5,+P0,2,B,0.03
f79r.6,f79r.6,+P0,2,B,0.041
f79r.7,f79r.7,+P0,2,B,0.018
f79r.8,f79r.8,+P0,2,B,0.0
f79r.9,f79r.9,+P0,2,B,0.018
f79r.10,f79r.10,+P0,2,B,0.036
f79r.11,f79r.11,+P0,2,B,0.019
f79r.12,f79r.12,+P0,2,B,0.0
f79r.13,f79r.13,+P0,2,B,0.0
f79r.14,f79r.14,+P0,2,B,0.018
f79r.15,f79r.15,+P0,2,B,0.019
f79r.16,f79r.16,+P0,2,B,0.038
f79r.17,f79r.17,+P0,2,B,0.019
f79r.18,f79r.18,+P0,2,B,0.0
f79r.19,f79r.19,+P0,2,B,0.037
f79r.20,f79r.20,+P0,2,B,0.026
f79r.21,f79r.21,+P0,2,B,0.088
f79r.22,f79r.22,+P0,2,B,0.017
f79r.23,f79r.23,+P0,2,B,0.018
f79r.24,f79r.24,+P0,2,B,0.019
f79r.25,f79r.25,+P0,2,B,0.0
f79r.26,f79r.26,+P0,2,B,0.0
f79r.27,f79r.27,+P0,2,B,0.019
f79r.28,f79r.28,+P0,2,B,0.038
f79r.29,f79r.29,+P0,2,B,0.0
f79r.30,f79r.30,+P0,2,B,0.038
f79r.31,f79r.31,+P0,2,B,0.038
f79r.32,f79r.32,+P0,2,B,0.019
f79r.33,f79r.33,+P0,2,B,0.0
f79r.34,f79r.34,+P0,2,B,0.0
f79r.35,f79r.35,+P0,2,B,0.042
f79r.36,f79r.36,+P0,2,B,0.021
f79r.37,f79r.37,+P0,2,B,0.06
f79r.38,f79r.38,+P0,2,B,0.0
f79r.39,f79r.39,+P0,2,B,0.042
f79r.40,f79r.40,+P0,2,B,0.041
f79r.41,f79r.41,+P0,2,B,0.0
f79r.42,f79r.42,+P0,2,B,0.022
f79r.43,f79r.43,+P0,2,B,0.06
f79r.44,f79r.44,+P0,2,B,0.0
f79v.1,f79v.1,@P0,2,B,0.08
f79v.2,f79v.2,+P0,2,B,0.041
f79v.3,f79v.3,+P0,2,B,0.038
f79v.4,f79v.4,+P0,2,B,0.02
f79v.5,f79v.5,+P0,2,B,0.019
f79v.6,f79v.6,+P0,2,B,0.0
f79v.7,f79v.7,+P0,2,B,0.04
f79v.8,f79v.8,+P0,2,B,0.0
f79v.9,f79v.9,+P0,2,B,0.0
f79v.10,f79v.10,+P0,2,B,0.0
f79v.11,f79v.11,+P0,2,B,0.04
f79v.12,f79v.12,+P0,2,B,0.0
f79v.13,f79v.13,+P0,2,B,0.0
f79v.14,f79v.14,+P0,2,B,0.034
f79v.15,f79v.15,+P0,2,B,0.0
f79v.16,f79v.16,+P0,2,B,0.019
f79v.17,f79v.17,+P0,2,B,0.0
f79v.18,f79v.18,+P0,2,B,0.034
f79v.19,f79v.19,+P0,2,B,0.034
f79v.20,f79v.20,+P0,2,B,0.0
f79v.21,f79v.21,+P0,2,B,0.019
f79v.22,f79v.22,+P0,2,B,0.103
f79v.23,f79v.23,+P0,2,B,0.04
f79v.24,f79v.24,+P0,2,B,0.018
f79v.25,f79v.25,+P0,2,B,0.037
f79v.26,f79v.26,+P0,2,B,0.019
f79v.27,f79v.27,+P0,2,B,0.03
f79v.28,f79v.28,+P0,2,B,0.0
f79v.29,f79v.29,+P0,2,B,0.034
f79v.30,f79v.30,+P0,2,B,0.019
f79v.31,f79v.31,+P0,2,B,0.04
f79v.32,f79v.32,+P0,2,B,0.0
f79v.33,f79v.33,+P0,2,B,0.018
f79v.34,f79v.34,+P0,2,B,0.034
f79v.35,f79v.35,+P0,2,B,0.0
f79v.36,f79v.36,+P0,2,B,0.0
f79v.37,f79v.37,+P0,2,B,0.0
f79v.38,f79v.38,+P0,2,B,0.038
f79v.39,f79v.39,+P0,2,B,0.019
f79v.40,f79v.40,+P0,2,B,0.0
f79v.41,f79v.41,+P0,2,B,0.038
f79v.42,f79v.42,+P0,2,B,0.024
f80r.1,f80r.11,@P0,2,B,0.068
f80r.2,f80r.12,+P0,2,B,0.028
f80r.3,f80r.13,+P0,2,B,0.014
f80r.4,f80r.14,+P0,2,B,0.0
f80r.5,f80r.15,+P0,2,B,0.014
f80r.6,f80r.16,+P0,2,B,0.0
f80r.7,f80r.17,+P0,2,B,0.013
f80r.8,f80r.18,+P0,2,B,0.028
f80r.9,f80r.19,+P0,2,B,0.04
f80r.10,f80r.20,+P0,2,B,0.0
f80r.11,f80r.21,+P0,2,B,0.0
f80r.12,f80r.22,+P0,2,B,0.043
f80r.13,f80r.23,+P0,2,B,0.03
f80r.14,f80r.24,+P0,2,B,0.0
f80r.15,f80r.25,+P0,2,B,0.0
f80r.16,f80r.26,+P0,2,B,0.0
f80r.17,f80r.27,+P0,2,B,0.0
f80r.18,f80r.28,+P0,2,B,0.032
f80r.19,f80r.29,+P0,2,B,0.0
f80r.20,f80r.30,+P0,2,B,0.019
f80r.21,f80r.31,+P0,2,B,0.021
f80r.22,f80r.32,+P0,2,B,0.021
f80r.23,f80r.33,+P0,2,B,0.0
f80r.24,f80r.34,+P0,2,B,0.176
f80r.25,f80r.35,+P0,2,B,0.0
f80r.26,f80r.36,+P0,2,B,0.014
f80r.27,f80r.37,+P0,2,B,0.014
f80r.28,f80r.38,+P0,2,B,0.015
f80r.29,f80r.39,+P0,2,B,0.059
f80r.30,f80r.40,+P0,2,B,0.0
f80r.31,f80r.41,+P0,2,B,0.02
f80r.32,f80r.42,+P0,2,B,0.0
f80r.33,f80r.43,+P0,2,B,0.02
f80r.34,f80r.44,+P0,2,B,0.02
f80r.35,f80r.45,+P0,2,B,0.02
f80r.36,f80r.46,+P0,2,B,0.05
f80r.37,f80r.47,+P0,2,B,0.052
f80r.38,f80r.48,+P0,2,B,0.036
f80r.39,f80r.49,+P0,2,B,0.036
f80r.40,f80r.50,+P0,2,B,0.054
f80r.41,f80r.51,+P0,2,B,0.019
f80r.42,f80r.52,+P0,2,B,0.016
f80r.43,f80r.53,+P0,2,B,0.053
f80v.1,f80v.1,@P0,2,B,0.02
f80v.2,f80v.2,+P0,2,B,0.021
f80v.3,f80v.3,+P0,2,B,0.0
f80v.4,f80v.4,+P0,2,B,0.085
f80v.5,f80v.5,+P0,2,B,0.02
f80v.6,f80v.6,+P0,2,B,0.0
f80v.7,f80v.7,+P0,2,B,0.0
f80v.8,f80v.8,+P0,2,B,0.0
f80v.9,f80v.9,+P0,2,B,0.033
f80v.10,f80v.10,+P0,2,B,0.034
f80v.11,f80v.11,+P0,2,B,0.018
f80v.12,f80v.12,+P0,2,B,0.038
f80v.13,f80v.13,+P0,2,B,0.038
f80v.14,f80v.14,+P0,2,B,0.017
f80v.15,f80v.15,+P0,2,B,0.0
f80v.16,f80v.16,+P0,2,B,0.0
f80v.17,f80v.17,+P0,2,B,0.051
f80v.18,f80v.18,+P0,2,B,0.0
f80v.19,f80v.19,+P0,2,B,0.104
f80v.20,f80v.20,+P0,2,B,0.039
f80v.21,f80v.21,+P0,2,B,0.061
f80v.22,f80v.22,+P0,2,B,0.024
f80v.23,f80v.23,+P0,2,B,0.035
f80v.24,f80v.24,+P0,2,B,0.0
f80v.25,f80v.25,+P0,2,B,0.018
f80v.26,f80v.26,+P0,2,B,0.047
f80v.27,f80v.27,+P0,2,B,0.069
f80v.28,f80v.28,+P0,2,B,0.0
f80v.29,f80v.29,+P0,2,B,0.033
f80v.30,f80v.30,+P0,2,B,0.041
f80v.31,f80v.31,+P0,2,B,0.0
f80v.32,f80v.32,+P0,2,B,0.02
f80v.33,f80v.33,+P0,2,B,0.037
f80v.34,f80v.34,+P0,2,B,0.0
f80v.35,f80v.35,+P0,2,B,0.0
f80v.36,f80v.36,+P0,2,B,0.019
f80v.37,f80v.37,+P0,2,B,0.0
f80v.38,f80v.38,+P0,2,B,0.036
f80v.39,f80v.39,+P0,2,B,0.018
f80v.40,f80v.40,+P0,2,B,0.0
f80v.41,f80v.41,+P0,2,B,0.036
f80v.42,f80v.42,+P0,2,B,0.02
f80v.43,f80v.43,+P0,2,B,0.045
f80v.44,f80v.44,+P0,2,B,0.0
f81r.1,f81r.1,@P0,2,B,0.042
f81r.2,f81r.2,+P0,2,B,0.0
f81r.3,f81r.3,+P0,2,B,0.0
f81r.4,f81r.4,+P0,2,B,0.0
f81r.5,f81r.5,+P0,2,B,0.026
f81r.6,f81r.6,+P0,2,B,0.0
f81r.7,f81r.7,+P0,2,B,0.0
f81r.8,f81r.8,+P0,2,B,0.0
f81r.9,f81r.9,+P0,2,B,0.033
f81r.10,f81r.10,+P0,2,B,0.0
f81r.11,f81r.11,+P0,2,B,0.061
f81r.12,f81r.12,+P0,2,B,0.029
f81r.13,f81r.13,+P0,2,B,0.027
f81r.14,f81r.14,+P0,2,B,0.026
f81r.15,f81r.15,+P0,2,B,0.0
f81r.16,f81r.16,+P0,2,B,0.0
f81r.17,f81r.17,+P0,2,B,0.0
f81r.18,f81r.18,+P0,2,B,0.029
f81r.19,f81r.19,+P0,2,B,0.03
f81r.20,f81r.20,+P0,2,B,0.0
f81r.21,f81r.21,+P0,2,B,0.024
f81r.22,f81r.22,+P0,2,B,0.0
f81r.23,f81r.23,+P0,2,B,0.0
f81r.24,f81r.24,+P0,2,B,0.024
f81r.25,f81r.25,+P0,2,B,0.026
f81r.26,f81r.26,+P0,2,B,0.024
f81r.27,f81r.27,+P0,2,B,0.0
f81r.28,f81r.28,+P0,2,B,0.0
f81r.29,f81r.29,+P0,2,B,0.023
f81r.30,f81r.30,+P0,2,B,0.0
f81r.31,f81r.31,+P0,2,B,0.0
f81v.1,f81v.1,@P0,2,B,0.017
f81v.2,f81v.2,+P0,2,B,0.018
f81v.3,f81v.3,+P0,2,B,0.054
f81v.4,f81v.4,+P0,2,B,0.019
f81v.5,f81v.5,+P0,2,B,0.0
f81v.6,f81v.6,+P0,2,B,0.019
f81v.7,f81v.7,+P0,2,B,0.035
f81v.8,f81v.8,+P0,2,B,0.054
f81v.9,f81v.9,+P0,2,B,0.04
f81v.10,f81v.10,+P0,2,B,0.074
f81v.11,f81v.11,+P0,2,B,0.034
f81v.12,f81v.12,+P0,2,B,0.02
f81v.13,f81v.13,+P0,2,B,0.036
f81v.14,f81v.14,+P0,2,B,0.0
f81v.15,f81v.15,+P0,2,B,0.019
f81v.16,f81v.16,+P0,2,B,0.038
f81v.17,f81v.17,+P0,2,B,0.037
f81v.18,f81v.18,+P0,2,B,0.018
f81v.19,f81v.19,+P0,2,B,0.036
f81v.20,f81v.20,+P0,2,B,0.019
f81v.21,f81v.21,+P0,2,B,0.0
f81v.22,f81v.22,+P0,2,B,0.058
f81v.23,f81v.23,+P0,2,B,0.053
f81v.24,f81v.24,+P0,2,B,0.0
f81v.25,f81v.25,+P0,2,B,0.017
f81v.26,f81v.26,+P0,2,B,0.036
f81v.27,f81v.27,+P0,2,B,0.0
f82r.1,f82r.1,@P0,2,B,0.0
f82r.2,f82r.2,+P0,2,B,0.018
f82r.3,f82r.3,+P0,2,B,0.02
f82r.4,f82r.4,+P0,2,B,0.0
f82r.5,f82r.5,+P0,2,B,0.02
f82r.6,f82r.6,+P0,2,B,0.0
f82r.7,f82r.7,+P0,2,B,0.018
f82r.8,f82r.8,+P0,2,B,0.017
f82r.9,f82r.9,+P0,2,B,0.038
f82r.10,f82r.11,@P0,2,B,0.0
f82r.11,f82r.12,+P0,2,B,0.038
f82r.12,f82r.13,+P0,2,B,0.018
f82r.13,f82r.14,+P0,2,B,0.018
f82r.14,f82r.15,+P0,2,B,0.017
f82r.15,f82r.16,+P0,2,B,0.052
f82r.16,f82r.17,+P0,2,B,0.018
f82r.17,f82r.18,+P0,2,B,0.031
f82r.18,f82r.19,+Pr,2,B,0.0
f82r.19,f82r.20,*P0,2,B,0.017
f82r.20,f82r.21,+P0,2,B,0.034
f82r.21,f82r.22,+P0,2,B,0.017
f82r.22,f82r.23,+P0,2,B,0.0
f82r.23,f82r.24,+P0,2,B,0.032
f82r.24,f82r.25,+P0,2,B,0.066
f82r.25,f82r.26,+P0,2,B,0.0
f82r.26,f82r.27,+P0,2,B,0.0
f82r.27,f82r.28,+P0,2,B,0.016
f82r.28,f82r.29,+P0,2,B,0.033
f82r.29,f82r.30,+P0,2,B,0.034
f82r.30,f82r.31,+P0,2,B,0.035
f82r.31,f82r.32,+P0,2,B,0.068
f82r.32,f82r.33,+P0,2,B,0.033
f82v.1,f82v.5,@P0,2,B,0.017
f82v.2,f82v.6,+P0,2,B,0.048
f82v.3,f82v.7,+P0,2,B,0.016
f82v.4,f82v.8,+P0,2,B,0.0
f82v.5,f82v.9,+P0,2,B,0.0
f82v.6,f82v.10,+P0,2,B,0.049
f82v.7,f82v.11,+P0,2,B,0.016
f82v.8,f82v.12,+P0,2,B,0.016
f82v.9,f82v.13,+P0,2,B,0.016
f82v.10,f82v.14,+P0,2,B,0.025
f82v.11,f82v.15,+P0,2,B,0.017
f82v.12,f82v.16,+P0,2,B,0.016
f82v.13,f82v.17,+P0,2,B,0.0
f82v.14,f82v.18,+P0,2,B,0.0
f82v.15,f82v.19,+P0,2,B,0.0
f82v.16,f82v.20,+P0,2,B,0.019
f82v.17,f82v.21,+P0,2,B,0.017
f82v.18,f82v.22,+P0,2,B,0.0
f82v.19,f82v.23,+P0,2,B,0.039
f82v.20,f82v.24,+P0,2,B,0.107
f82v.21,f82v.25,+P0,2,B,0.0
f82v.22,f82v.26,+P0,2,B,0.0
f82v.23,f82v.27,+P0,2,B,0.0
f82v.24,f82v.28,*P0,2,B,0.0
f82v.25,f82v.29,+P0,2,B,0.0
f82v.26,f82v.30,+P0,2,B,0.073
f82v.27,f82v.31,+P0,2,B,0.019
f82v.28,f82v.32,+P0,2,B,0.086
f82v.29,f82v.33,+P0,2,B,0.017
f82v.30,f82v.34,+P0,2,B,0.0
f82v.31,f82v.35,+P0,2,B,0.0
f82v.32,f82v.36,+P0,2,B,0.034
f82v.33,f82v.37,+P0,2,B,0.0
f82v.34,f82v.38,+P0,2,B,0.0
f83r.1,f83r.1,@P0,2,B,0.038
f83r.2,f83r.2,+P0,2,B,0.0
f83r.3,f83r.3,+P0,2,B,0.0
f83r.4,f83r.4,+P0,2,B,0.032
f83r.5,f83r.5,+P0,2,B,0.048
f83r.6,f83r.6,+P0,2,B,0.0
f83r.7,f83r.7,+P0,2,B,0.015
f83r.8,f83r.8,+P0,2,B,0.0
f83r.9,f83r.9,+P0,2,B,0.016
f83r.10,f83r.10,+P0,2,B,0.016
f83r.11,f83r.11,+P0,2,B,0.0
f83r.12,f83r.12,+P0,2,B,0.017
f83r.13,f83r.13,+P0,2,B,0.079
f83r.14,f83r.14,+P0,2,B,0.0
f83r.15,f83r.15,+P0,2,B,0.0
f83r.16,f83r.16,+P0,2,B,0.016
f83r.17,f83r.17,+P0,2,B,0.064
f83r.18,f83r.18,+P0,2,B,0.016
f83r.19,f83r.19,+P0,2,B,0.016
f83r.20,f83r.20,+P0,2,B,0.0
f83r.21,f83r.21,+P0,2,B,0.0
f83r.22,f83r.22,+P0,2,B,0.0
f83r.23,f83r.23,+P0,2,B,0.0
f83r.24,f83r.24,+P0,2,B,0.0
f83r.25,f83r.25,@P1,2,B,0.0
f83r.26,f83r.26,+P1,2,B,0.0
f83r.27,f83r.27,+P1,2,B,0.0
f83r.28,f83r.28,+P1,2,B,0.0
f83r.29,f83r.29,+P1,2,B,0.152
f83r.30,f83r.30,+P1,2,B,0.161
f83r.31,f83r.31,+P1,2,B,0.069
f83r.32,f83r.32,+P1,2,B,0.036
f83r.33,f83r.33,+P1,2,B,0.0
f83r.34,f83r.34,+P1,2,B,0.0
f83r.35,f83r.35,+P1,2,B,0.0
f83r.36,f83r.36,+P1,2,B,0.0
f83r.37,f83r.37,+P1,2,B,0.0
f83r.38,f83r.38,+P1,2,B,0.08
f83r.39,f83r.39,+P1,2,B,0.0
f83r.40,f83r.40,+P1,2,B,0.038
f83r.41,f83r.41,+P1,2,B,0.0
f83r.42,f83r.42,+P1,2,B,0.0
f83r.43,f83r.43,+P1,2,B,0.037
f83r.44,f83r.44,+P1,2,B,0.0
f83v.1,f83v.1,@P0,2,B,0.016
f83v.2,f83v.2,+P0,2,B,0.0
f83v.3,f83v.3,+P0,2,B,0.016
f83v.4,f83v.4,+P0,2,B,0.03
f83v.5,f83v.5,+P0,2,B,0.015
f83v.6,f83v.6,+P0,2,B,0.045
f83v.7,f83v.7,+P0,2,B,0.032
f83v.8,f83v.8,+P0,2,B,0.0
f83v.9,f83v.11,@P0,2,B,0.016
f83v.10,f83v.12,+P0,2,B,0.014
f83v.11,f83v.13,+P0,2,B,0.015
f83v.12,f83v.14,+P0,2,B,0.015
f83v.13,f83v.15,+P0,2,B,0.015
f83v.14,f83v.16,+P0,2,B,0.0
f83v.15,f83v.17,+P0,2,B,0.032
f83v.16,f83v.18,+P0,2,B,0.032
f83v.17,f83v.19,+P0,2,B,0.0
f83v.18,f83v.20,+P0,2,B,0.0
f83v.19,f83v.21,+P0,2,B,0.0
f83v.20,f83v.22,+P0,2,B,0.0
f83v.21,f83v.23,+P0,2,B,0.0
f83v.22,f83v.24,+P0,2,B,0.023
f83v.23,f83v.25,+P0,2,B,0.051
f83v.24,f83v.26,+P0,2,B,0.025
f83v.25,f83v.27,+P0,2,B,0.026
f83v.26,f83v.28,+P0,2,B,0.05
f83v.27,f83v.29,+P0,2,B,0.0
f83v.28,f83v.30,+P0,2,B,0.0
f83v.29,f83v.31,+P0,2,B,0.037
f83v.30,f83v.32,+P0,2,B,0.033
f83v.31,f83v.33,+P0,2,B,0.043
f84r.1,f84r.13,@P0,2,B,0.014
f84r.2,f84r.14,+P0,2,B,0.0
f84r.3,f84r.15,+P0,2,B,0.027
f84r.4,f84r.16,+P0,2,B,0.02
f84r.5,f84r.17,+P0,2,B,0.038
f84r.6,f84r.18,+P0,2,B,0.013
f84r.7,f84r.19,+P0,2,B,0.036
f84r.8,f84r.20,+P0,2,B,0.037
f84r.9,f84r.21,+P0,2,B,0.0
f84r.10,f84r.22,+P0,2,B,0.013
f84r.11,f84r.23,+P0,2,B,0.013
f84r.12,f84r.24,+P0,2,B,0.027
f84r.13,f84r.25,+P0,2,B,0.0
f84r.14,f84r.26,+P0,2,B,0.021
f84r.15,f84r.27,+P0,2,B,0.093
f84r.16,f84r.28,+P0,2,B,0.042
f84r.17,f84r.29,+P0,2,B,0.014
f84r.18,f84r.30,+P0,2,B,0.029
f84r.19,f84r.31,+P0,2,B,0.014
f84r.20,f84r.32,+P0,2,B,0.0
f84r.21,f84r.33,+P0,2,B,0.014
f84r.22,f84r.34,+P0,2,B,0.125
f84r.23,f84r.35,+P0,2,B,0.0
f84r.24,f84r.36,+P0,2,B,0.014
f84r.25,f84r.37,@P1,2,B,0.023
f84r.26,f84r.38,+P1,2,B,0.0
f84r.27,f84r.39,+P1,2,B,0.0
f84r.28,f84r.40,+P1,2,B,0.0
f84r.29,f84r.41,+P1,2,B,0.073
f84r.30,f84r.42,+P1,2,B,0.05
f84r.31,f84r.43,+P1,2,B,0.026
f84r.32,f84r.44,+P1,2,B,0.0
f84r.33,f84r.45,+P1,2,B,0.049
f84r.34,f84r.46,+P1,2,B,0.03
f84v.1,f84v.3,@P0,2,B,0.075
f84v.2,f84v.4,+P0,2,B,0.093
f84v.3,f84v.5,+P0,2,B,0.0
f84v.4,f84v.6,+P0,2,B,0.0
f84v.5,f84v.7,+P0,2,B,0.0
